price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
226500.00;3.00;2.00;1560.00;7000.00;1.00;0.00;0.00;4.00;7.00;1560.00;0.00;1968.00;0.00;98001.00;473355.00;-122284.00;1560.00;7200.00
495000.00;3.00;2.00;1340.00;2550.00;2.00;0.00;0.00;3.00;7.00;1340.00;0.00;1984.00;0.00;98117.00;476793.00;-122.38;1370.00;5100.00
1500000.00;5.00;3.25;2590.00;11500.00;1.00;0.00;2.00;4.00;9.00;2590.00;0.00;1968.00;0.00;98040.00;47545.00;-122229.00;2780.00;11989.00
385000.00;3.00;1.00;1020.00;5950.00;1.00;0.00;0.00;3.00;6.00;880.00;140.00;1950.00;0.00;98106.00;475436.00;-122357.00;1800.00;5950.00
535950.00;3.00;2.50;2370.00;5344.00;2.00;0.00;0.00;3.00;9.00;2370.00;0.00;2003.00;0.00;98065.00;47.54;-121863.00;2990.00;5418.00
910000.00;4.00;2.50;3170.00;32430.00;2.50;0.00;0.00;3.00;10.00;3170.00;0.00;1989.00;0.00;98053.00;476903.00;-122056.00;3360.00;35610.00
465000.00;2.00;1.00;1120.00;4000.00;1.00;0.00;0.00;3.00;7.00;1120.00;0.00;1926.00;0.00;98105.00;476567.00;-122327.00;1620.00;4000.00
495000.00;3.00;1.75;1440.00;11787.00;1.00;0.00;0.00;3.00;8.00;1440.00;0.00;1983.00;0.00;98074.00;476276.00;-122033.00;2190.00;11787.00
250000.00;4.00;2.00;2170.00;5404.00;1.50;0.00;0.00;5.00;6.00;1470.00;700.00;1920.00;0.00;98002.00;473046.00;-122.22;1030.00;5477.00
1225000000.00;4.00;2.25;3490.00;6906.00;2.00;0.00;0.00;4.00;10.00;2280.00;1210.00;1928.00;0.00;98199.00;476424.00;-122407.00;2540.00;6223.00
400000.00;4.00;2.25;1970.00;8941.00;2.00;0.00;0.00;3.00;7.00;1970.00;0.00;1973.00;0.00;98034.00;477223.00;-122172.00;1880.00;7793.00
715000.00;4.00;2.50;2780.00;13521.00;2.00;0.00;0.00;3.00;10.00;2780.00;0.00;1987.00;0.00;98074.00;476374.00;-122042.00;2980.00;11454.00
342000.00;3.00;2.00;2250.00;7757.00;1.00;0.00;0.00;3.00;8.00;2250.00;0.00;1992.00;0.00;98003.00;472684.00;-122308.00;1970.00;6866.00
420000.00;4.00;1.75;1340.00;8400.00;1.00;0.00;0.00;5.00;7.00;1340.00;0.00;1967.00;0.00;98056.00;475382.00;-122173.00;1980.00;8400.00
148226.00;3.00;1.00;1400.00;7360.00;1.00;0.00;0.00;4.00;7.00;1400.00;0.00;1968.00;0.00;98092.00;473123.00;-122186.00;1600.00;8030.00
313000.00;3.00;1.00;1510.00;10369.00;1.00;0.00;0.00;4.00;7.00;1010.00;500.00;1968.00;0.00;98059.00;474808.00;-122099.00;1510.00;16057.00
150000.00;3.00;1.00;1320.00;8220.00;1.00;0.00;0.00;3.00;7.00;1320.00;0.00;1959.00;0.00;98198.00;473697.00;-122309.00;1320.00;7920.00
150000.00;2.00;1.00;820.00;10270.00;1.00;0.00;0.00;3.00;7.00;820.00;0.00;1954.00;0.00;98168.00;475119.00;-122329.00;1670.00;10086.00
230000.00;2.00;1.00;1080.00;9435.00;1.00;0.00;0.00;3.00;6.00;1080.00;0.00;1958.00;0.00;98058.00;47459.00;-122181.00;1200.00;9210.00
389100.00;2.00;1.00;840.00;5400.00;1.00;0.00;0.00;4.00;7.00;840.00;0.00;1948.00;0.00;98118.00;475489.00;-122271.00;1340.00;5400.00
645000.00;4.00;2.25;2070.00;8720.00;1.00;0.00;0.00;5.00;8.00;1360.00;710.00;1974.00;0.00;98033.00;476678.00;-122182.00;2180.00;8510.00
310000.00;3.00;1.00;1520.00;6500.00;1.00;0.00;0.00;3.00;7.00;990.00;530.00;1958.00;0.00;98198.00;474164.00;-122332.00;1500.00;7500.00
351358.00;2.00;1.75;1210.00;1189.00;2.00;0.00;0.00;3.00;8.00;1210.00;0.00;2014.00;0.00;98029.00;475526.00;-121998.00;1540.00;1672.00
1700000.00;5.00;2.75;3810.00;9360.00;2.00;0.00;0.00;3.00;10.00;3810.00;0.00;2014.00;0.00;98004.00;476039.00;-122194.00;2110.00;9870.00
1565000000.00;4.00;3.50;5370.00;323215.00;2.00;0.00;0.00;3.00;10.00;5370.00;0.00;2002.00;0.00;98075.00;476003.00;-122076.00;3780.00;9891.00
850000.00;3.00;2.00;1540.00;3600.00;2.00;0.00;0.00;3.00;8.00;1540.00;0.00;1900.00;1988.00;98112.00;476343.00;-122283.00;2970.00;3600.00
470000.00;4.00;2.50;2310.00;14023.00;2.00;0.00;0.00;3.00;9.00;2310.00;0.00;1991.00;0.00;98019.00;477351.00;-121964.00;2410.00;14007.00
770000.00;3.00;2.25;1870.00;1900.00;3.00;0.00;0.00;3.00;8.00;1870.00;0.00;2008.00;0.00;98103.00;476537.00;-122.34;1690.00;1694.00
366000.00;3.00;1.75;1840.00;11440.00;1.00;0.00;0.00;4.00;8.00;1340.00;500.00;1977.00;0.00;98059.00;47474.00;-122.14;1940.00;11440.00
545000.00;3.00;2.50;2060.00;7184.00;2.00;0.00;0.00;3.00;8.00;2060.00;0.00;1987.00;0.00;98029.00;47567.00;-122012.00;2230.00;7788.00
205000.00;3.00;1.00;1010.00;8800.00;1.00;0.00;0.00;4.00;7.00;1010.00;0.00;1968.00;0.00;98002.00;472761.00;-122208.00;1550.00;7700.00
405000.00;2.00;1.00;1020.00;8155.00;1.00;0.00;0.00;4.00;7.00;1020.00;0.00;1948.00;0.00;98177.00;477257.00;-122361.00;1430.00;8157.00
467000.00;4.00;2.50;2220.00;7210.00;1.00;0.00;0.00;3.00;7.00;1270.00;950.00;1973.00;0.00;98011.00;477428.00;-122183.00;2220.00;7313.00
392500.00;2.00;1.00;1050.00;4125.00;1.00;0.00;0.00;4.00;7.00;1050.00;0.00;1909.00;0.00;98144.00;475736.00;-122307.00;1650.00;4125.00
901000.00;4.00;2.75;3030.00;18400.00;1.50;0.00;3.00;3.00;9.00;2360.00;670.00;1973.00;0.00;98034.00;477019.00;-122243.00;3030.00;12486.00
500000.00;3.00;1.75;1800.00;7199.00;1.00;0.00;0.00;3.00;7.00;1300.00;500.00;1972.00;0.00;98125.00;477264.00;-122307.00;1800.00;8100.00
384950.00;3.00;2.50;1860.00;3690.00;2.00;0.00;0.00;3.00;7.00;1860.00;0.00;2000.00;0.00;98028.00;47776.00;-122239.00;1870.00;4394.00
1700000.00;4.00;3.50;4070.00;336283.00;2.00;0.00;0.00;3.00;11.00;4070.00;0.00;2006.00;0.00;98027.00;47478.00;-122038.00;3020.00;44613.00
245000.00;2.00;1.00;860.00;6120.00;1.00;0.00;0.00;3.00;7.00;860.00;0.00;1948.00;0.00;98155.00;477503.00;-122328.00;1100.00;6860.00
1165000000.00;4.00;2.25;3080.00;10487.00;2.00;0.00;0.00;4.00;9.00;3080.00;0.00;1968.00;0.00;98040.00;475344.00;-122224.00;2480.00;10607.00
184500.00;3.00;1.50;1280.00;3640.00;2.00;0.00;0.00;3.00;6.00;1280.00;0.00;1983.00;0.00;98002.00;47334.00;-122214.00;1150.00;4105.00
269000.00;2.00;2.00;1540.00;5000.00;1.50;0.00;0.00;3.00;8.00;1540.00;0.00;1986.00;0.00;98023.00;47319.00;-122394.00;1590.00;5000.00
570000.00;3.00;2.50;1530.00;3296.00;2.00;0.00;0.00;3.00;8.00;1530.00;0.00;1998.00;0.00;98007.00;476181.00;-122138.00;1530.00;4099.00
850000.00;4.00;1.75;2350.00;11914.00;1.00;0.00;0.00;4.00;8.00;2350.00;0.00;1961.00;0.00;98040.00;475392.00;-122228.00;2240.00;10706.00
209000.00;3.00;1.00;920.00;5200.00;1.00;0.00;0.00;4.00;6.00;920.00;0.00;1969.00;0.00;98042.00;473647.00;-122082.00;920.00;4875.00
327000.00;4.00;1.75;1840.00;5100.00;1.00;0.00;0.00;4.00;5.00;1840.00;0.00;1933.00;0.00;98056.00;475209.00;-122205.00;2160.00;5400.00
369500.00;3.00;1.50;1650.00;9957.00;1.00;0.00;0.00;4.00;7.00;1100.00;550.00;1961.00;0.00;98125.00;477303.00;-122298.00;1650.00;7957.00
440000.00;3.00;1.75;1760.00;8025.00;1.00;0.00;0.00;4.00;7.00;1230.00;530.00;1976.00;0.00;98034.00;477287.00;-122192.00;1590.00;7543.00
947500.00;4.00;2.25;3290.00;12329.00;1.50;0.00;0.00;4.00;10.00;3290.00;0.00;1968.00;0.00;98040.00;475639.00;-122216.00;3170.00;12329.00
510000.00;2.00;1.00;1270.00;4500.00;1.50;0.00;0.00;4.00;7.00;1270.00;0.00;1919.00;0.00;98122.00;476059.00;-122295.00;2140.00;4550.00
385000.00;3.00;2.00;1600.00;10318.00;1.00;0.00;0.00;3.00;7.00;930.00;670.00;1941.00;0.00;98133.00;477466.00;-122347.00;1590.00;7040.00
370000.00;5.00;3.00;2670.00;9920.00;1.00;0.00;0.00;3.00;8.00;1400.00;1270.00;1990.00;0.00;98001.00;473211.00;-122277.00;1890.00;10341.00
660000.00;4.00;1.50;1960.00;4500.00;1.50;0.00;2.00;3.00;7.00;1960.00;0.00;1922.00;0.00;98117.00;476797.00;-122359.00;1960.00;4500.00
729000.00;3.00;4.25;3300.00;308080.00;2.00;0.00;2.00;4.00;9.00;2520.00;780.00;1976.00;0.00;98070.00;473979.00;-122416.00;2130.00;90604.00
440000.00;3.00;1.75;2000.00;11880.00;2.00;0.00;0.00;3.00;8.00;2000.00;0.00;1979.00;0.00;98075.00;475882.00;-122052.00;1820.00;15120.00
445000.00;4.00;2.50;2360.00;81892.00;1.00;0.00;0.00;3.00;8.00;2360.00;0.00;2000.00;0.00;98042.00;47369.00;-122156.00;1730.00;18096.00
460000.00;2.00;1.00;1430.00;12092.00;1.00;0.00;0.00;4.00;7.00;1430.00;0.00;1938.00;0.00;98125.00;477023.00;-122276.00;2320.00;10800.00
516000.00;3.00;3.00;2330.00;7304.00;1.00;0.00;0.00;3.00;9.00;1300.00;1030.00;1971.00;0.00;98005.00;475982.00;-122172.00;2330.00;9518.00
343888.00;4.00;2.50;2060.00;5607.00;2.00;0.00;0.00;3.00;7.00;2060.00;0.00;2002.00;0.00;98058.00;474365.00;-122144.00;2060.00;5367.00
500000.00;4.00;1.75;2240.00;9886.00;1.50;0.00;0.00;4.00;7.00;2240.00;0.00;1965.00;0.00;98008.00;476294.00;-122116.00;1540.00;8040.00
465000.00;5.00;1.75;2330.00;6450.00;1.00;0.00;1.00;3.00;8.00;1330.00;1000.00;1958.00;0.00;98146.00;474959.00;-122367.00;2330.00;8258.00
302000.00;5.00;2.25;2180.00;7813.00;2.00;0.00;0.00;3.00;7.00;2180.00;0.00;1986.00;0.00;98038.00;473651.00;-122051.00;1880.00;8649.00
195000.00;2.00;1.00;1280.00;7861.00;1.00;0.00;0.00;4.00;6.00;1280.00;0.00;1913.00;0.00;98002.00;473007.00;-122228.00;1020.00;6480.00
640000.00;3.00;2.50;2140.00;8925.00;2.00;0.00;0.00;3.00;8.00;2140.00;0.00;1991.00;0.00;98074.00;476314.00;-122027.00;2310.00;8956.00
502000.00;6.00;2.50;2890.00;8122.00;1.00;0.00;0.00;3.00;8.00;1630.00;1260.00;1977.00;0.00;98008.00;475886.00;-122113.00;2730.00;9915.00
360000.00;3.00;2.50;1480.00;3851.00;2.00;0.00;0.00;3.00;8.00;1480.00;0.00;1998.00;0.00;98072.00;477732.00;-122163.00;1650.00;4716.00
290500.00;4.00;2.50;1680.00;3000.00;2.00;0.00;0.00;3.00;7.00;1680.00;0.00;2003.00;0.00;98178.00;47494.00;-122279.00;1420.00;5500.00
248000.00;4.00;3.00;2163.00;5883.00;2.00;0.00;0.00;3.00;7.00;2163.00;0.00;2006.00;0.00;98001.00;472734.00;-122251.00;1700.00;10143.00
433000.00;4.00;2.50;2280.00;7568.00;2.00;0.00;0.00;4.00;7.00;2280.00;0.00;2001.00;0.00;98056.00;475115.00;-122194.00;2280.00;5312.00
480000.00;2.00;1.00;820.00;4200.00;1.00;0.00;0.00;3.00;7.00;820.00;0.00;1980.00;0.00;98112.00;476249.00;-122298.00;1290.00;4000.00
410000.00;3.00;1.00;1330.00;5000.00;1.00;0.00;0.00;3.00;7.00;1120.00;210.00;1957.00;0.00;98125.00;477211.00;-122308.00;1920.00;7790.00
309950.00;4.00;2.75;2310.00;5000.00;2.00;0.00;0.00;3.00;7.00;2310.00;0.00;2006.00;0.00;98038.00;473614.00;-122035.00;1980.00;5000.00
253000.00;3.00;2.00;1290.00;7372.00;1.00;0.00;0.00;5.00;7.00;1290.00;0.00;1990.00;0.00;98042.00;473658.00;-122085.00;1290.00;7366.00
280000.00;3.00;1.75;1630.00;11800.00;1.00;0.00;0.00;4.00;7.00;1630.00;0.00;1971.00;0.00;98045.00;474863.00;-121.73;2090.00;57428.00
440000.00;3.00;1.00;1410.00;8925.00;1.00;0.00;0.00;3.00;7.00;1410.00;0.00;1958.00;0.00;98052.00;476782.00;-122162.00;1330.00;8925.00
333000.00;5.00;1.75;1240.00;8936.00;1.00;0.00;0.00;3.00;7.00;1240.00;0.00;1954.00;0.00;98006.00;475738.00;-122136.00;1600.00;9341.00
759950.00;3.00;2.50;3100.00;23790.00;2.00;0.00;0.00;3.00;9.00;3100.00;0.00;2002.00;0.00;98075.00;475882.00;-122011.00;2250.00;40854.00
345000.00;3.00;2.25;2020.00;9000.00;2.00;0.00;0.00;3.00;7.00;2020.00;0.00;1979.00;0.00;98045.00;474487.00;-121775.00;1460.00;9680.00
350000.00;4.00;2.50;2500.00;5831.00;2.00;0.00;0.00;3.00;8.00;2500.00;0.00;2007.00;0.00;98038.00;473454.00;-122039.00;2500.00;5188.00
198000.00;2.00;1.00;790.00;14200.00;1.00;0.00;0.00;3.00;7.00;790.00;0.00;1951.00;0.00;98188.00;47459.00;-122285.00;1430.00;10000.00
730000.00;3.00;1.75;2040.00;11294.00;1.00;0.00;0.00;4.00;7.00;1340.00;700.00;1952.00;0.00;98004.00;475923.00;-122197.00;2120.00;9587.00
266200.00;3.00;1.50;1430.00;9600.00;1.00;0.00;0.00;4.00;7.00;1430.00;0.00;1966.00;0.00;98059.00;474737.00;-122.15;1590.00;10240.00
1060000.00;4.00;2.50;2250.00;10160.00;2.00;0.00;0.00;5.00;8.00;2250.00;0.00;1967.00;0.00;98040.00;475645.00;-122219.00;2660.00;10125.00
95000.00;2.00;1.00;1070.00;20450.00;1.00;0.00;0.00;2.00;6.00;1070.00;0.00;1948.00;0.00;98058.00;474338.00;-122183.00;1360.00;15581.00
430000.00;3.00;1.75;1300.00;12731.00;1.00;0.00;0.00;3.00;8.00;1300.00;0.00;1981.00;0.00;98074.00;476236.00;-122.04;1700.00;13556.00
650000.00;4.00;2.25;2560.00;9731.00;2.00;0.00;0.00;4.00;7.00;2560.00;0.00;1973.00;0.00;98034.00;477261.00;-122246.00;1860.00;9731.00
379900.00;3.00;2.50;2190.00;5071.00;2.00;0.00;0.00;3.00;8.00;2190.00;0.00;2004.00;0.00;98038.00;473506.00;-122.04;2300.00;5654.00
325000.00;2.00;1.50;940.00;1222.00;2.00;0.00;0.00;3.00;7.00;860.00;80.00;2004.00;0.00;98125.00;477178.00;-122318.00;1302.00;1840.00
455000.00;4.00;2.25;1740.00;8449.00;1.00;0.00;0.00;4.00;7.00;1170.00;570.00;1958.00;0.00;98008.00;476079.00;-122123.00;1980.00;11175.00
392000.00;4.00;3.75;2220.00;3797.00;1.50;0.00;0.00;4.00;6.00;1330.00;890.00;1917.00;0.00;98108.00;475574.00;-122315.00;1490.00;4340.00
373000.00;3.00;1.75;1310.00;7811.00;1.00;0.00;0.00;3.00;7.00;1310.00;0.00;1976.00;0.00;98034.00;477319.00;-122167.00;1530.00;7800.00
951250.00;5.00;3.00;2710.00;8227.00;1.00;0.00;2.00;3.00;8.00;1910.00;800.00;1953.00;0.00;98199.00;476505.00;-122.39;2060.00;5400.00
502000.00;3.00;2.00;1300.00;14350.00;1.00;0.00;0.00;3.00;7.00;1300.00;0.00;1955.00;2013.00;98006.00;475736.00;-122152.00;1520.00;10670.00
362500.00;3.00;2.00;1940.00;40588.00;1.00;0.00;0.00;3.00;7.00;1940.00;0.00;2000.00;0.00;98058.00;474252.00;-122159.00;1860.00;9657.00
525000.00;2.00;1.00;1080.00;3500.00;1.00;0.00;3.00;3.00;7.00;1080.00;0.00;1924.00;0.00;98103.00;476667.00;-122356.00;1790.00;4000.00
580000.00;4.00;2.50;2110.00;11680.00;1.00;0.00;0.00;4.00;7.00;1420.00;690.00;1977.00;0.00;98052.00;476964.00;-122118.00;1890.00;9600.00
278000.00;3.00;2.25;1590.00;9425.00;1.00;0.00;0.00;3.00;7.00;1170.00;420.00;1985.00;0.00;98058.00;474291.00;-122.16;1590.00;9394.00
422500.00;2.00;1.00;910.00;4800.00;1.00;0.00;0.00;4.00;7.00;910.00;0.00;1923.00;0.00;98126.00;475536.00;-122377.00;1450.00;5000.00
783200.00;4.00;2.00;1590.00;5400.00;1.00;0.00;2.00;3.00;7.00;990.00;600.00;1900.00;0.00;98119.00;47637.00;-122367.00;2190.00;4800.00
715000.00;4.00;2.50;3290.00;6628.00;2.00;0.00;0.00;3.00;9.00;3290.00;0.00;2003.00;0.00;98075.00;475994.00;-121975.00;3240.00;5831.00
472217.00;3.00;2.50;2010.00;2212.00;2.00;0.00;0.00;3.00;8.00;1390.00;620.00;2014.00;0.00;98029.00;475523.00;-121998.00;1690.00;1619.00
244615.00;3.00;2.50;2060.00;4030.00;2.00;0.00;0.00;3.00;7.00;2060.00;0.00;1999.00;0.00;98032.00;473909.00;-122238.00;2060.00;4029.00
385000.00;3.00;1.75;1560.00;14288.00;1.00;0.00;0.00;3.00;6.00;780.00;780.00;1944.00;0.00;98125.00;477183.00;-122306.00;1320.00;8928.00
549995.00;3.00;1.00;1120.00;6600.00;1.00;0.00;0.00;3.00;7.00;1120.00;0.00;1943.00;0.00;98105.00;476712.00;-122267.00;1300.00;6600.00
959900.00;4.00;3.75;3550.00;15151.00;2.00;0.00;0.00;3.00;11.00;3550.00;0.00;2004.00;0.00;98075.00;475888.00;-121971.00;4340.00;15151.00
510000.00;6.00;4.50;3300.00;7200.00;2.00;0.00;0.00;3.00;8.00;3300.00;0.00;1980.00;0.00;98052.00;476798.00;-122104.00;2470.00;7561.00
367000.00;3.00;1.75;2000.00;12669.00;1.00;0.00;3.00;4.00;7.00;1200.00;800.00;1965.00;0.00;98070.00;473579.00;-122446.00;1580.00;12055.00
375000.00;5.00;3.00;2680.00;8410.00;2.00;0.00;0.00;3.00;8.00;1810.00;870.00;1990.00;0.00;98058.00;474401.00;-122126.00;1860.00;8410.00
500000.00;2.00;2.25;1290.00;1334.00;3.00;0.00;0.00;3.00;8.00;1290.00;0.00;2007.00;0.00;98107.00;476719.00;-122382.00;1350.00;1334.00
489000.00;2.00;2.25;1290.00;1334.00;3.00;0.00;0.00;3.00;8.00;1290.00;0.00;2007.00;0.00;98107.00;476719.00;-122382.00;1350.00;1334.00
340000.00;3.00;2.00;1150.00;700.00;2.00;0.00;0.00;3.00;7.00;800.00;350.00;2000.00;0.00;98136.00;475552.00;-122381.00;1060.00;1910.00
562000.00;3.00;1.75;1880.00;5978.00;1.00;0.00;0.00;5.00;7.00;940.00;940.00;1957.00;0.00;98144.00;475793.00;-122294.00;1930.00;4770.00
489950.00;3.00;2.50;2400.00;7478.00;2.00;0.00;0.00;3.00;9.00;2400.00;0.00;2002.00;0.00;98019.00;477362.00;-121974.00;2980.00;8182.00
652000.00;3.00;2.25;1920.00;9600.00;1.00;0.00;0.00;4.00;8.00;1560.00;360.00;1968.00;0.00;98052.00;476341.00;-122103.00;2040.00;9600.00
472000.00;4.00;3.25;4350.00;7090.00;2.00;0.00;0.00;3.00;8.00;2870.00;1480.00;1999.00;0.00;98042.00;473747.00;-122156.00;2490.00;7266.00
333000.00;4.00;2.50;1910.00;9244.00;1.00;0.00;0.00;4.00;6.00;1910.00;0.00;1963.00;0.00;98059.00;474918.00;-122141.00;2590.00;9286.00
560000.00;3.00;1.50;2000.00;7350.00;1.00;0.00;0.00;3.00;8.00;2000.00;0.00;1953.00;0.00;98177.00;477061.00;-122368.00;1890.00;6960.00
799000.00;4.00;3.50;3290.00;20107.00;2.00;0.00;4.00;3.00;10.00;2220.00;1070.00;1990.00;0.00;98198.00;47355.00;-122319.00;2990.00;16988.00
860000.00;5.00;2.25;3480.00;9200.00;2.00;0.00;0.00;3.00;8.00;3480.00;0.00;1979.00;0.00;98006.00;475585.00;-122153.00;3130.00;9200.00
449500.00;4.00;2.50;2410.00;55931.00;2.00;0.00;0.00;3.00;9.00;2410.00;0.00;1989.00;0.00;98092.00;473109.00;-122097.00;2780.00;55931.00
692500.00;4.00;3.00;2820.00;11500.00;2.00;0.00;0.00;3.00;10.00;2820.00;0.00;1991.00;0.00;98075.00;475826.00;-122028.00;2770.00;9694.00
925000.00;4.00;1.75;2710.00;11400.00;1.00;0.00;0.00;4.00;9.00;1430.00;1280.00;1976.00;0.00;98006.00;47561.00;-122153.00;2640.00;11000.00
267500.00;3.00;2.25;2080.00;2856.00;1.50;0.00;0.00;3.00;7.00;1550.00;530.00;2003.00;0.00;98042.00;474198.00;-122158.00;2080.00;2275.00
396800.00;4.00;2.50;2200.00;6018.00;2.00;0.00;0.00;3.00;8.00;2200.00;0.00;2010.00;0.00;98019.00;477338.00;-121966.00;2480.00;5899.00
220000.00;4.00;1.50;1180.00;8058.00;1.00;0.00;0.00;5.00;7.00;1180.00;0.00;1969.00;0.00;98092.00;472966.00;-122.19;1800.00;9348.00
892500.00;3.00;1.75;2120.00;56192.00;1.00;0.00;1.00;3.00;9.00;1720.00;400.00;1959.00;0.00;98177.00;477665.00;-122372.00;2240.00;20500.00
455500.00;3.00;2.00;1460.00;10311.00;1.00;0.00;0.00;4.00;7.00;1460.00;0.00;1975.00;0.00;98052.00;476771.00;-122156.00;1690.00;9679.00
743000.00;3.00;1.75;2110.00;11250.00;1.00;0.00;0.00;4.00;8.00;2110.00;0.00;1961.00;0.00;98040.00;475402.00;-122216.00;2560.00;10992.00
338000.00;4.00;1.50;1790.00;17925.00;1.00;0.00;0.00;4.00;6.00;1790.00;0.00;1951.00;0.00;98155.00;477501.00;-122302.00;1660.00;15165.00
332000.00;3.00;1.75;1340.00;13115.00;1.00;0.00;0.00;3.00;7.00;1340.00;0.00;1978.00;0.00;98045.00;475021.00;-121.77;1370.00;10800.00
563225.00;3.00;1.00;2460.00;4000.00;1.50;0.00;0.00;4.00;7.00;1370.00;1090.00;1918.00;0.00;98112.00;476268.00;-122297.00;1680.00;4000.00
1150000.00;4.00;3.50;3760.00;20609.00;2.00;0.00;0.00;3.00;11.00;3760.00;0.00;1990.00;0.00;98077.00;477255.00;-122059.00;3360.00;15761.00
645000.00;2.00;1.00;1240.00;5000.00;1.00;0.00;0.00;3.00;7.00;1000.00;240.00;1920.00;0.00;98103.00;476634.00;-122351.00;1480.00;3500.00
739000.00;3.00;2.50;2750.00;16000.00;2.00;0.00;0.00;4.00;9.00;2560.00;190.00;1981.00;0.00;98033.00;47693.00;-122187.00;2370.00;11279.00
435000.00;3.00;2.50;2530.00;13446.00;2.00;0.00;0.00;3.00;9.00;2530.00;0.00;1993.00;0.00;98019.00;477345.00;-121961.00;2450.00;13446.00
995000.00;3.00;2.25;3200.00;3800.00;2.00;0.00;0.00;5.00;9.00;2650.00;550.00;1914.00;0.00;98102.00;47638.00;-122317.00;2400.00;3900.00
520000.00;4.00;2.75;2020.00;7357.00;1.00;0.00;0.00;3.00;7.00;1350.00;670.00;1986.00;0.00;98034.00;477145.00;-122225.00;1690.00;7804.00
400000.00;4.00;2.50;3030.00;180263.00;2.00;0.00;0.00;3.00;7.00;2030.00;1000.00;1987.00;0.00;98092.00;472953.00;-122097.00;2600.00;182509.00
440000.00;3.00;1.75;2350.00;7641.00;1.00;0.00;0.00;3.00;7.00;1510.00;840.00;1978.00;0.00;98034.00;477307.00;-122219.00;2190.00;7500.00
440000.00;3.00;1.50;1690.00;6010.00;1.00;0.00;0.00;3.00;7.00;1230.00;460.00;1946.00;0.00;98115.00;476955.00;-122291.00;1690.00;5418.00
738000.00;3.00;1.00;1280.00;3900.00;1.00;0.00;0.00;4.00;7.00;1280.00;0.00;1921.00;0.00;98103.00;476545.00;-122336.00;2020.00;4560.00
250000.00;3.00;1.50;1170.00;9848.00;1.00;0.00;0.00;3.00;7.00;1170.00;0.00;1963.00;0.00;98028.00;477612.00;-122234.00;2220.00;5542.00
338150.00;4.00;2.25;2700.00;8580.00;2.00;0.00;0.00;3.00;8.00;2700.00;0.00;1992.00;0.00;98022.00;472087.00;-122009.00;2420.00;8580.00
425000.00;3.00;2.25;1800.00;7371.00;1.00;0.00;0.00;3.00;7.00;1280.00;520.00;1979.00;0.00;98072.00;477584.00;-122145.00;1960.00;7675.00
883000.00;4.00;2.50;3670.00;54450.00;2.00;0.00;0.00;3.00;10.00;3670.00;0.00;1999.00;0.00;98074.00;476211.00;-122016.00;2900.00;49658.00
510000.00;3.00;2.00;2350.00;266151.00;1.50;0.00;0.00;3.00;7.00;2350.00;0.00;1983.00;0.00;98014.00;476609.00;-121892.00;2270.00;222156.00
950000.00;4.00;1.75;3100.00;21303.00;1.00;0.00;1.00;4.00;9.00;3100.00;0.00;1962.00;0.00;98075.00;475847.00;-122081.00;3480.00;9697.00
435000.00;3.00;1.00;1120.00;9656.00;1.00;0.00;0.00;5.00;7.00;1120.00;0.00;1955.00;0.00;98006.00;47567.00;-122139.00;1720.00;9908.00
415000.00;5.00;1.50;1900.00;10226.00;1.00;0.00;0.00;3.00;7.00;1130.00;770.00;1961.00;0.00;98034.00;477226.00;-122227.00;1690.00;10227.00
439000.00;2.00;2.50;1350.00;944.00;2.00;0.00;0.00;3.00;9.00;870.00;480.00;2004.00;0.00;98116.00;475591.00;-122385.00;1440.00;1350.00
295832.00;5.00;1.00;1410.00;6400.00;1.00;0.00;0.00;5.00;7.00;960.00;450.00;1955.00;0.00;98198.00;474207.00;-122334.00;1400.00;6500.00
285000.00;3.00;1.75;1560.00;9514.00;1.00;0.00;0.00;4.00;7.00;1560.00;0.00;1967.00;0.00;98031.00;474088.00;-122.21;1550.00;9600.00
350000.00;3.00;1.50;1090.00;5003.00;1.00;0.00;0.00;3.00;7.00;1090.00;0.00;1962.00;0.00;98125.00;47703.00;-122321.00;1540.00;5279.00
489000.00;2.00;2.75;1465.00;972.00;2.00;0.00;0.00;3.00;7.00;1050.00;415.00;2006.00;0.00;98112.00;47621.00;-122298.00;1480.00;1430.00
304500.00;3.00;2.25;1790.00;6930.00;1.00;0.00;0.00;3.00;7.00;1390.00;400.00;1974.00;0.00;98003.00;473536.00;-122317.00;1810.00;7420.00
288000.00;3.00;1.50;1300.00;7313.00;1.00;0.00;0.00;4.00;7.00;1300.00;0.00;1968.00;0.00;98055.00;474568.00;-122.21;1770.00;8075.00
417000.00;3.00;1.75;1920.00;9512.00;1.00;0.00;0.00;3.00;8.00;1440.00;480.00;1980.00;0.00;98011.00;477606.00;-122167.00;1820.00;9512.00
615000.00;3.00;3.00;1420.00;991.00;2.00;0.00;0.00;3.00;8.00;1040.00;380.00;2005.00;0.00;98102.00;476408.00;-122327.00;1500.00;1301.00
730000.00;5.00;3.50;3760.00;4857.00;2.00;0.00;3.00;3.00;9.00;2820.00;940.00;2004.00;0.00;98072.00;477398.00;-122167.00;3000.00;5693.00
178500.00;2.00;1.00;930.00;3447.00;1.00;0.00;0.00;4.00;8.00;930.00;0.00;1978.00;0.00;98198.00;473822.00;-122318.00;1160.00;3447.00
