squareMeters,numberOfRooms,floors,basement,attic,garage,GuestRoom,price
26665,68,62,131,336,656,10,2671587.1
69094,22,67,2649,6865,681,2,6919039.8
27538,9,34,993,3698,209,5,2761292
64922,3,11,1975,7979,225,4,6500624.3
74600,64,21,6617,5061,226,1,7461192.4
56595,94,2,2429,2837,162,5,5664278.4
18037,91,16,4570,8309,336,5,1805824.9
56587,50,98,6539,3876,505,5,5670619.6
20105,98,20,5797,4324,836,4,2017609.9
46322,61,1,8312,6675,546,5,4632807.5
31301,13,91,7180,184,878,8,3142338.8
91952,19,80,6435,1458,978,2,9207839.5
92948,46,47,2471,9824,213,1,9297047.7
66812,48,57,4238,7839,810,3,6687761.6
76424,37,81,9985,3100,505,8,7647871.1
14823,44,65,8095,6429,283,1,1484434.3
26682,7,6,3514,1056,636,8,2675367.1
12995,92,18,5729,1233,194,10,1305488.6
94789,23,3,4633,7185,895,8,9484024.2
34703,13,68,9584,4409,636,3,3476698.6
9691,20,56,9727,2772,603,10,978280.6
84118,15,52,2660,9776,785,2,8416992.6
39272,95,79,3992,7916,458,3,3936310
51037,100,49,4346,2138,109,5,5107476.8
17325,5,37,1830,204,755,0,1737822.7
39104,19,70,7647,9465,997,0,3920958.7
11247,73,69,6319,3096,356,1,1129896.8
87000,62,9,2744,6948,568,6,8700807.8
99999,58,68,7631,4199,776,2,10006771.2
55888,81,82,3338,2779,583,6,5594957.1
75296,30,76,7837,4496,422,9,7535664.5
83512,8,45,6862,414,225,8,8358211.5
22825,100,18,6184,6328,397,3,2289049.8
58287,71,98,3654,98,247,4,5837331.6
91441,41,88,5440,8557,359,0,9155265.3
57564,64,18,6422,5878,927,6,5758203.9
82280,33,89,8129,4922,349,7,8235158.9
62646,36,43,1710,3049,784,8,6273246.5
50133,28,92,1617,149,263,2,5019119.3
69719,11,87,6303,5732,767,2,6982744.3
81840,49,34,9967,8319,101,6,8186999.6
7851,22,19,9947,7138,418,3,793981.2
76564,95,88,4284,3823,733,0,7662557.9
2095,88,27,633,1163,851,6,213708.1
13287,84,76,7799,7986,410,1,1335371.3
94457,17,82,308,9297,755,8,9455820.1
96573,74,28,2651,5450,303,10,9664738.3
97898,60,2,7753,8442,760,2,9794464.1
18642,62,65,195,2385,666,7,1865856.3
52259,16,72,1558,5398,734,4,5236500.3
68362,77,57,6429,2413,690,1,6840206.6
66395,22,57,1475,7576,276,10,6647572.6
10590,74,5,4524,4445,566,4,1060141.3
51271,33,36,3104,4275,978,5,5133444.8
91436,7,81,645,4471,879,7,9151236.7
68072,63,40,207,267,418,1,6812764.9
12172,12,15,4188,126,433,7,1218235.7
34750,28,1,9149,6110,167,7,3478934.3
52832,46,70,1450,2309,885,10,5292504.3
87683,53,57,1759,1003,850,7,8774909.3
25145,2,96,4529,4290,296,8,2521346.8
18426,63,31,461,524,840,5,1854935.6
9381,96,77,3817,4038,423,1,943600.8
81658,27,14,5367,5193,215,6,8171711.8
10028,51,56,7965,3749,106,8,1009529.2
76352,55,12,4185,5716,694,1,7641804.6
21247,81,43,7906,6437,815,4,2136110.4
84805,15,9,501,1126,406,9,8486115.4
8928,8,6,2174,3981,822,4,896505.8
14762,42,59,7143,5481,764,1,1484350.2
53454,14,22,9037,102,382,1,5349280.6
35409,1,58,4826,446,258,6,3546437.2
53161,42,4,1464,5035,639,2,5320392.3
12760,60,28,1991,1449,455,3,1284972.5
42826,38,49,8174,2658,854,0,4287076.8
58394,19,56,3215,9841,239,8,5848843.1
95143,90,72,8157,4722,373,1,9517871
46532,19,85,5004,7171,108,9,4661805
42272,11,9,7611,202,757,3,4228013.9
42981,49,73,7819,3219,785,10,4300680.4
62384,72,36,7856,2731,536,1,6242453.5
81653,13,8,5594,7385,115,6,8166002.5
63278,60,32,8052,7882,153,6,6332923.1
95307,66,62,3681,3288,724,9,9537644.4
72545,96,78,7668,4904,911,0,7260052.1
66777,1,100,2203,6831,545,9,6685851.8
61001,41,15,2408,8841,526,1,6105043.3
65790,82,62,892,8340,180,3,6589425.1
35948,75,53,8724,8356,357,6,3596039.8
54929,86,4,3412,3223,170,8,5498846.5
18397,59,93,4891,3118,930,4,1846201
4623,93,58,872,7715,311,10,468494.9
58433,54,29,7744,8873,945,8,5848135.8
79767,86,17,4962,8544,429,6,7981643.3
58036,51,35,4484,9488,865,2,5809016.7
6051,77,88,5330,5128,713,5,612527.5
22703,41,53,979,4694,487,0,2273445.8
29319,62,47,5846,4451,407,7,2939576.1
53722,26,96,8599,9999,804,3,5383626.1
32218,28,39,9705,5525,728,7,3225722.5
93288,90,73,8206,2914,432,4,9334856.2
30402,63,33,8054,6328,984,4,3043179.2
75632,43,12,9594,8777,601,2,7573328.2
34592,24,80,7058,3151,753,6,3467169.6
34304,54,95,477,4865,678,6,3434850.3
21112,38,94,7570,6288,105,4,2121485.9
40266,100,14,3106,8224,851,8,4028831.9
93533,27,33,9325,747,816,7,9356028.7
78672,59,66,6121,7040,470,8,7877999.5
47833,44,82,4111,9613,223,0,4791653.8
22142,11,97,3913,7269,618,7,2220957.5
19819,19,35,9281,3912,175,4,1984840
69967,32,35,4397,3106,169,4,6997746.2
28555,76,40,1267,626,534,0,2860957.8
25881,89,34,1972,9613,659,4,2596473.4
81624,8,4,7404,9394,345,3,8169425.4
73943,29,32,4065,8991,328,8,7405498.5
78101,17,24,919,6775,862,10,7814923.5
22162,14,99,5587,8854,693,9,2223268.4
72836,27,24,8012,2364,526,1,7289126.9
56614,98,13,7692,6556,880,4,5662574.7
838,30,8,3367,3336,855,6,92181.3
25946,84,80,2221,6908,717,0,2600384.9
17250,50,50,233,8648,917,10,1734432.1
19387,17,64,9284,860,654,6,1940788
36503,87,90,7309,8926,633,2,3659340.7
61752,62,57,2373,7131,393,5,6181908.8
25136,98,35,9715,4429,745,1,2520958.1
95989,44,46,4482,5786,188,6,9610818.7
27665,29,24,7584,4075,861,9,2771481.1
79169,22,39,5102,5828,464,4,7918220
69642,45,24,3147,8521,648,3,6974699.6
28727,45,23,9487,4545,450,0,2877589.1
88940,18,5,1220,4043,968,6,8896898.3
82978,41,62,6974,1471,578,3,8299837.7
22374,13,67,3445,10,381,5,2244101.2
7169,65,8,4688,7376,371,4,722385.3
91380,23,33,1329,716,816,2,9144773.5
20799,10,47,6761,815,155,6,2084113.7
28446,94,61,2439,8820,640,6,2852653
81618,87,80,6008,424,733,9,8170899.9
44513,63,40,5258,9016,309,5,4457308.4
66436,19,51,675,9029,251,5,6650734.1
55482,87,78,92,71,202,2,5558268.6
23376,9,43,8961,1489,596,4,2346829.2
48380,73,35,4835,5683,552,9,4842254.7
38765,16,56,8594,8440,398,10,3882491.3
2484,43,23,554,9690,833,8,252179.2
5624,35,2,756,2685,265,6,566535.4
71541,71,44,8881,4053,302,6,7159919.5
98857,85,15,854,8646,116,3,9889895.6
6948,10,18,7781,4076,489,0,698524.7
16284,39,29,2289,401,505,8,1638521.9
60261,37,63,9712,3655,667,3,6032370.6
92304,75,53,2602,5931,783,5,9234228.6
32071,15,53,6938,2468,776,1,3213146.8
76454,17,88,8381,1535,959,1,7647961
70210,48,56,8937,8411,345,1,7025129.1
75584,77,69,190,6093,328,1,7567791.6
41669,18,34,3252,6702,484,6,4176148.5
8940,86,39,3985,7611,790,9,899258.1
79628,60,59,8615,7957,752,6,7967880.3
52979,82,45,6879,7538,708,5,5304197
75414,82,75,468,5552,804,1,7551847.9
91515,23,33,2845,4920,909,2,9157101.7
68767,13,13,5913,2368,226,3,6880980.4
90111,94,30,1346,3328,994,5,9014247.8
1967,87,76,3038,4154,505,2,207245.9
21843,66,10,570,3477,437,5,2186457.8
45049,30,80,3486,2739,525,9,4519980
925,16,51,1388,727,985,2,97785.8
53956,78,97,137,2792,620,9,5401835.1
3343,76,65,5841,2608,281,0,344710.4
25942,86,30,1136,105,145,5,2601765.1
51171,95,91,6243,8232,961,9,5125181.1
82629,5,51,6941,1424,840,9,8267316.2
78721,23,59,7256,5302,508,9,7875331.7
82900,3,11,3959,1681,767,8,8295028.3
79399,21,44,1033,207,869,0,7946835.6
87078,8,77,3076,8335,856,1,8714830.2
65246,19,31,8038,1051,991,10,6529755.8
48271,40,47,1924,8367,883,4,4835629.8
61311,30,4,9512,7751,616,2,6137635.8
742,28,6,9552,8299,626,1,81336.5
55164,10,64,9636,2310,725,3,5526826.7
37448,47,58,6941,2779,877,5,3754453
34208,43,2,5868,1404,508,0,3428754.3
21442,42,16,4095,1161,534,3,2145503.8
69290,23,38,8296,7133,225,8,6932336.9
15299,91,95,4927,6271,997,0,1542950
30203,5,86,1994,1571,934,3,3029401.9
74069,53,91,4836,9018,268,3,7417780.3
780,18,95,1624,3544,149,9,82916.5
85060,55,12,8413,3752,298,2,8507007.8
47143,7,63,8840,4147,798,7,4728886
40194,32,69,2540,9140,226,2,4022680.5
74411,98,82,4699,2267,854,3,7450324.7
3527,47,79,6224,8261,338,4,358050.9
85185,23,11,9938,6650,370,2,8522775.5
68772,98,98,1631,982,821,9,6885105.8
6281,33,10,4461,1934,361,0,636186.6
8319,78,55,9668,8748,403,4,834891.9
39572,79,15,7125,1796,497,7,3960690.1
61787,96,53,9961,9345,531,0,6182153
71117,31,22,761,646,644,1,7116581
42903,96,28,3336,4380,562,3,4297348.1
68847,70,30,3592,7303,634,9,6888091.9
55035,98,92,8272,2080,822,4,5513804.1
76485,57,14,6449,7262,264,2,7652091.2
27521,39,81,7048,8729,492,1,2754134.2
63072,55,5,4048,3578,116,5,6311417.8
60454,96,50,2112,1163,869,9,6054212.3
43204,15,22,6269,9962,977,4,4322877.5
70279,14,31,9453,9378,402,3,7035681.5
99303,44,76,9151,9881,875,7,9940504.8
52952,8,36,9731,4082,206,7,5303295.9
40139,95,27,6579,8244,828,9,4017300.1
26960,63,5,9032,8929,478,2,2699467.4
21726,10,20,306,1819,292,9,2173491.6
18098,25,23,8546,2796,990,2,1813099.8
23519,20,31,2898,4872,625,8,2358426.2
50949,50,9,3213,4628,725,10,5097163.6
80834,22,45,630,469,195,7,8089908.3
77743,40,8,7258,9853,783,3,7780280.1
97124,78,79,264,8971,162,8,9725279
80459,43,25,496,2388,983,4,8050098.1
59237,54,85,165,3941,828,6,5932547.2
43579,14,87,1392,6335,516,5,4361420.9
10484,38,43,3872,1255,799,7,1051974.6
19907,31,47,1080,5155,498,7,1996937
68643,71,2,8979,5541,614,9,6870485
67457,7,57,8367,8922,676,1,6757663.3
44593,83,21,320,7934,470,3,4465177.5
56339,100,21,4673,3911,626,8,5642801.2
74817,9,53,9036,507,709,7,7490782.6
51109,17,38,1368,1500,754,1,5114433.7
63601,24,51,1811,8813,105,5,6368141.6
72926,35,28,5630,4407,448,7,7295797.1
1562,85,31,701,2562,115,9,167143.6
2536,88,25,264,4785,669,0,258795.8
44175,43,1,4000,5162,200,5,4418372.5
4069,39,3,6946,2891,630,2,411451.3
73082,54,18,3716,1004,418,10,7318776.7
37718,79,5,1768,378,689,9,3772814.4
47386,36,73,725,4076,937,0,4746476.2
33871,85,64,9488,9597,269,4,3394030.8
45406,53,54,9302,4165,837,6,4545686.8
66434,80,16,2276,24,262,0,6644460.9
23684,95,76,6588,9147,931,8,2370875.3
47177,80,25,1157,4021,910,10,4726802.2
61661,10,33,6270,6115,151,2,6168562.4
449,31,59,5930,2141,132,10,50344.1
66648,48,52,748,4710,319,0,6670719.9
48757,41,51,9681,9892,278,0,4879405.7
23558,42,65,2336,8483,319,2,2359701
56223,42,31,4779,5755,689,10,5629298.6
14137,68,50,9290,3294,189,6,1425174.1
59386,85,27,2341,2771,734,5,5942766
34826,55,2,6494,3875,129,1,3488059.1
12785,91,35,5795,7805,834,3,1284860.9
72587,98,20,7012,1497,493,7,7265382.8
69804,90,8,8059,5943,785,8,6984611.7
63915,11,72,7612,5364,896,1,6396088.2
24415,76,4,4510,3810,836,10,2442299.9
91007,49,6,5933,9519,324,7,9101688.4
24023,47,11,1490,9299,642,9,2405911.8
66716,22,72,7644,1296,196,8,6678899.3
44653,35,78,9351,6088,266,2,4473832.2
91013,1,65,6098,4404,565,4,9111320
14725,14,69,6787,1487,121,0,1484099.7
61115,48,56,6995,5435,469,8,6116454.1
90925,25,45,8,9187,958,5,9094635.7
54717,52,3,8650,6539,424,7,5478930.9
53708,81,73,6615,3050,718,1,5378041.6
55413,32,64,8161,8293,522,2,5551048.8
74875,98,7,7067,7176,196,1,7495681.7
65844,13,68,1264,8359,705,7,6587579.8
28613,95,13,1582,4340,386,6,2862135.7
99458,94,77,6255,3825,220,4,9957307.4
69399,77,1,9456,8699,604,8,6940277.3
51237,92,32,9301,5658,388,7,5130743.7
29276,42,41,1366,4185,108,9,2928782.7
50938,33,49,5170,1660,731,6,5103724.4
39614,97,66,9419,3143,946,9,3968931.1
5758,77,57,387,9537,308,9,581130
60562,10,4,7722,2203,125,5,6061364.4
28048,63,93,7318,1221,844,3,2806887.8
92649,28,54,6367,6269,327,0,9270413.5
16354,4,53,6420,5097,160,5,1645035.9
50418,43,64,620,2791,440,7,5047372.6
20075,25,87,1432,13,807,1,2010227
54729,30,9,4763,5709,281,6,5479404.1
34767,13,91,257,8974,654,9,3481346.7
31388,17,18,7904,3077,626,1,3145817.5
37134,83,9,1826,6439,607,2,3718807.5
14011,99,59,9027,4732,585,1,1408285.2
87589,54,80,1104,4887,531,0,8769157.6
40993,16,7,8833,10000,112,7,4102780.7
92811,3,91,6492,3673,396,0,9293471.4
26867,6,30,2923,20,577,0,2690300
49170,96,21,4929,1906,571,5,4923152.1
77081,67,54,242,3294,419,1,7711931.5
66959,87,36,2741,1460,294,9,6699322
82458,93,14,5165,3909,624,7,8250503.1
85615,68,63,2503,3381,548,8,8572770.9
61803,22,39,1851,9450,740,1,6187398.5
93190,51,44,4817,7651,998,7,9322069.8
79240,53,66,3190,8062,166,4,7928275.4
86184,99,42,6361,6288,945,1,8625590.3
57097,65,31,6657,3113,582,2,5715926.1
683,91,31,6528,2986,172,10,76430.9
22255,70,65,4297,1138,978,8,2239467.2
43586,12,96,6790,8376,626,7,4366236.5
55472,44,13,4205,6960,653,0,5553013.8
58253,15,94,4926,358,990,0,5832546.4
46308,73,97,2825,3246,861,4,4639736.9
65961,29,18,6764,7680,211,1,6600131.7
77262,19,38,8000,8829,210,7,7732674
48399,78,72,6962,2547,246,6,4847310.7
75402,59,21,521,7959,257,8,7545050.3
54750,10,69,4193,8395,783,0,5481119
25968,74,4,8566,2803,112,10,2601762.2
28993,96,3,3119,1785,552,10,2902643.8
28605,2,25,1624,1800,492,1,2866459.3
68184,64,85,1937,125,112,10,6823394.8
98283,41,8,7569,1515,236,4,9833681.3
95238,100,54,1533,8203,395,1,9530991.9
67519,85,55,3599,8584,298,0,6754271.4
33608,38,18,2298,379,616,10,3365171.8
22851,5,22,3531,500,480,6,2287033.1
69165,16,10,2470,8210,125,5,6919982.9
15321,53,8,2829,2827,853,1,1533279.4
74477,22,27,8045,9970,109,6,7454179.4
17668,50,25,8821,8035,326,9,1771537.5
19794,27,19,6784,2848,246,10,1985050.2
21294,54,44,8661,3487,964,8,2140798.7
56753,6,99,1207,9980,276,7,5682190.2
35753,5,28,5690,4870,923,6,3580868.7
14118,59,37,6843,7674,959,10,1418040.1
39307,19,55,4625,376,571,2,3937946.9
21477,49,18,2677,1764,338,2,2152653.2
52264,50,89,491,4498,981,10,5230980.6
61350,4,92,5277,5348,435,10,6139665.5
71993,95,79,5357,6969,233,3,7211507.2
60450,32,31,3105,9696,688,4,6051258.6
42791,21,38,4072,1860,492,5,4281322.8
9289,50,59,7262,950,484,1,934488.8
84888,51,6,9528,9199,111,0,8489801.7
45867,84,25,6109,4568,178,5,4594103.9
72100,93,97,3233,4552,325,4,7226586.5
13381,45,69,175,9485,634,0,1340414.3
27690,26,31,8449,9134,434,4,2772656
18149,46,92,2467,6671,470,8,1829948.2
85154,10,33,9887,8254,740,5,8518699.4
10851,17,95,6671,6963,387,5,1095539.9
19214,90,42,4573,1119,654,9,1925120
93450,23,63,4453,7882,416,8,9350673.1
25051,36,32,125,5497,978,1,2506485.7
54300,96,60,2678,6595,314,4,5442438.1
22241,59,39,523,1501,920,3,2225712
26853,57,28,8610,4790,961,6,2689625.5
42360,13,59,4091,7646,555,6,4239495.2
50710,94,6,3848,7271,137,2,5071797.1
7512,27,24,1867,535,508,7,758423.9
28956,3,2,7047,8777,879,8,2898953.1
71001,74,46,3398,8198,245,4,7104645.8
96364,31,59,8954,8226,965,4,9648728.5
74315,47,17,2758,2183,721,8,7435387.2
4487,62,64,6917,2097,272,4,456380
75066,25,79,1780,9494,686,0,7519416.1
81374,87,15,1091,4844,629,7,8143861
92490,34,44,5233,390,797,4,9250743.5
24686,87,58,1145,2626,760,1,2474395.5
81548,51,71,3118,906,480,2,8161315.6
83789,40,55,518,5017,404,6,8382124.2
82407,75,70,2601,3929,538,1,8244581.9
15763,38,58,8631,3410,835,8,1581323.4
56191,30,78,1325,4869,175,2,5629430.7
93324,100,38,1027,4439,960,10,9343406.4
75039,5,26,2821,4767,164,2,7512308.1
24270,73,96,9110,973,987,0,2436202.5
19277,85,34,9790,5420,415,1,1936026
48799,55,87,4551,7698,401,4,4886995.7
86184,38,50,9976,1960,615,5,8624330.2
21217,20,47,3267,8193,936,9,2127258.5
90679,5,97,9439,1281,331,0,9072340.9
75873,6,10,8475,5930,558,10,7588881.5
58091,46,2,7565,7813,170,3,5813567.4
89396,86,97,3402,4944,369,4,8949480.3
87867,25,43,6211,5558,611,3,8788119.4
62655,32,76,9858,2676,176,9,6270255.7
55840,85,14,5784,9483,472,6,5587969.2
28720,60,2,1140,4246,836,10,2876831.3
79783,4,26,1337,6411,538,7,7983955.3
68260,89,69,3248,3918,935,6,6829892.6
4113,64,22,7534,9588,923,4,416148.3
29556,91,33,6403,5380,677,2,2962632
90300,66,88,7415,3686,614,5,9037944.8
80439,77,89,7325,6006,606,2,8046219.9
89245,86,19,7958,9750,985,2,8930367.7
42540,68,51,7793,6433,231,2,4264337.9
2978,3,29,1578,6660,105,5,307536.1
43038,18,62,3011,8196,788,1,4307230.6
65201,87,21,7406,2272,108,9,6522337.7
16200,79,40,8974,7426,639,7,1621661.1
24095,45,2,4398,7544,898,1,2409945.7
10503,94,95,7455,7622,438,2,1058224.5
90338,17,52,4831,5985,641,5,9040287.5
58402,85,65,9446,6935,805,3,5848466.1
7431,62,83,2823,7392,123,4,749725.3
55047,22,15,287,3717,574,3,5512488.3
78897,58,96,1913,5637,765,0,7901129.7
52123,32,52,7905,401,889,6,5219801.7
41157,22,8,2767,2881,397,2,4119982.5
12838,35,10,9562,8822,666,5,1286311.4
18285,70,87,7280,3590,465,0,1835040.3
33435,33,43,7469,388,562,4,3349314
77618,78,29,58,7745,619,1,7768108.9
64044,31,43,9665,4147,975,2,6406275.1
69788,12,42,5784,6124,561,1,6980862
5208,61,69,4575,4964,920,1,526474.3
69952,78,93,5595,1882,681,7,7001508.6
9613,95,29,8657,5203,410,6,969559.9
79915,51,8,5815,3764,477,6,7994470.5
99636,89,30,6629,2976,854,3,9969033
37822,23,71,384,9476,814,9,3785912.1
33726,28,59,5305,9671,488,5,3376333.2
97854,70,43,2255,9640,505,9,9792071.1
80266,22,75,7669,6651,135,6,8030275.2
48875,93,19,443,1057,662,8,4892360.9
35019,50,98,2487,5121,822,4,3510681.1
55020,34,14,191,4722,715,4,5503232.1
29256,41,87,8984,8881,437,9,2933216.1
26943,60,27,8399,5008,973,2,2697365.4
11050,63,5,9051,1722,442,9,1107198.3
47413,66,91,2015,5507,414,3,4743556.5
20002,12,76,7291,3513,253,3,2015304.7
60216,14,97,2305,3001,663,10,6031741.2
83275,77,54,6822,5721,614,2,8331662.9
80150,77,62,6238,6877,764,4,8022700.1
38057,50,43,7554,7685,134,3,3809962.7
53449,7,33,6012,9862,117,0,5352469.4
33785,14,17,8905,8715,306,10,3380715.2
9463,60,80,6221,1882,953,0,956197.1
94370,55,21,7200,479,442,4,9445972.3
44698,15,38,10,3293,931,4,4473490.3
75743,76,32,4005,7010,982,6,7580464.4
17622,42,100,5686,8824,491,1,1767131.5
62662,28,92,9760,4876,652,7,6271685.3
17346,74,79,9506,8061,465,3,1740674
88899,84,23,3130,6830,769,4,8893227
72447,68,99,168,3428,103,10,7257991.2
40555,76,62,7158,4007,310,10,4061001.3
91095,2,33,7840,2329,880,5,9115770.8
69810,37,67,8612,5822,477,6,6986464.3
27533,63,87,6605,9925,293,7,2761258.9
75271,69,74,8171,4145,125,0,7537873.2
42010,70,90,1113,3329,133,8,4206362.7
2169,96,48,1685,7574,978,3,221299.2
29004,70,24,942,3434,365,9,2905549.2
32966,11,44,9942,9669,625,8,3303709.1
14859,82,17,636,4915,923,9,1492436.2
33640,9,18,2712,8661,105,8,3367992.5
73808,6,14,513,9712,960,6,7388725.2
30807,99,54,6559,8744,156,0,3083235.8
14243,85,90,8832,3919,148,2,1430473.6
82190,65,81,4936,2599,221,8,8221240.9
31968,87,76,9147,8334,912,5,3203508.5
23558,26,33,4650,2775,411,1,2359810.6
81063,98,60,4818,9221,465,10,8113870.8
9542,60,2,1318,6318,277,2,962999.8
39699,74,89,4477,4430,586,0,3977888.5
50788,64,68,2063,9455,705,10,5087258.8
41681,12,85,7883,8257,663,10,4173046.1
3798,53,39,8370,4907,366,4,385544.4
31044,53,16,698,9004,740,5,3106033.9
46291,97,33,5437,9142,854,9,4633898.8
15727,25,55,8350,1546,859,8,1577602.7
67555,40,79,3080,4145,931,1,6758958.8
1903,2,97,5250,3664,262,10,193030.7
67271,60,79,8845,5808,948,4,6737040.1
39217,7,78,9942,9084,680,7,3932893.7
62532,26,52,6319,1358,960,10,6261175.8
36239,59,78,6543,1947,968,1,3634312
11987,48,53,7342,5115,150,1,1203183.8
32862,39,83,4444,4107,917,1,3296039.3
10983,10,4,89,9751,657,4,1100529.1
94294,38,30,8222,3672,684,3,9439785.4
11157,49,90,2513,8890,208,5,1120482
59018,35,49,4947,308,259,5,5907138.1
84807,34,22,4460,9917,219,2,8482192.8
31585,42,50,1709,5474,595,7,3165163.6
44670,41,3,8465,6459,470,9,4470923.2
16951,20,60,6356,3306,622,5,1701160.1
5892,32,83,8233,6127,536,8,601283.5
24971,65,85,306,4881,527,5,2501574.4
56217,69,61,9,4116,947,0,5629960.1
6138,92,38,5987,274,831,9,617184.8
37582,17,27,7306,5317,324,7,3769640.9
18848,89,36,7949,6175,892,1,1887019.3
12107,15,9,2174,2221,716,9,1211581.1
71523,87,42,9048,8389,505,4,7159041.2
88328,91,63,7827,7972,737,10,8840872.2
22304,42,37,9032,9491,870,3,2235124
90523,63,6,5822,5541,846,0,9058136.1
91987,31,90,7546,1466,954,0,9208316.3
57719,86,60,3224,4622,730,10,5779467.7
87073,2,95,9703,3178,537,6,8719452.5
1878,68,48,504,9965,830,1,195927.5
47184,40,54,213,7191,771,10,4724350.1
45511,33,44,3373,694,882,0,4558309.3
98450,23,33,6424,1754,984,9,9848719.9
38551,8,74,7991,2202,133,0,3867229.2
1359,99,90,6201,430,607,0,145834.6
76903,36,40,7764,563,714,6,7694030
67496,23,26,5347,9207,124,4,6752379.9
39756,22,23,7195,8567,564,8,3980007.9
25643,6,34,4701,3855,384,6,2571876.1
14043,8,92,2732,9696,444,6,1415900.4
82311,85,98,9962,6386,164,0,8239353.2
9333,96,9,4842,4625,335,1,939398.5
36563,46,4,5100,5645,154,10,3657222.1
33427,23,99,3522,7671,214,8,3351101
52552,83,55,113,3276,326,2,5262997.6
1294,31,83,9301,3325,137,4,142745.1
19382,95,30,6716,3872,891,3,1943992.4
62805,89,67,9898,1555,877,8,6288112.9
76045,48,4,134,5662,925,7,7605336
11660,45,25,4061,5549,163,8,1169525.9
65965,87,46,6767,606,871,5,6607805.8
18243,4,22,9979,5669,117,0,1826399.5
45620,49,63,2875,8627,751,4,4572312.2
95620,43,6,8365,6653,179,4,9564517.1
44159,61,76,5390,6958,873,6,4422962
56819,66,55,2052,7119,110,6,5688459.7
45681,8,91,2800,5238,343,6,4575079.3
45885,30,78,5879,1488,298,6,4598304.1
42781,53,13,9090,669,268,10,4280444.5
48919,26,48,6295,5247,502,1,4896296.6
4846,64,25,7001,602,870,1,486151.5
31160,53,64,7925,1189,234,0,3125704.3
7033,2,37,5051,6478,534,10,708252.1
72797,79,80,7739,9900,866,1,7286052
59068,56,43,4857,6054,999,6,5910960.7
10737,4,59,5050,6583,368,2,1083375.6
5798,38,15,9805,6107,292,1,586009
63396,36,95,8561,8572,243,1,6347194.8
12196,85,17,3483,5787,933,6,1223454.7
45271,4,61,2268,6212,793,10,4533164.6
53885,68,36,8840,8399,377,9,5392191.3
21006,46,6,7626,7889,604,2,2101763.4
99184,35,21,2451,3283,659,5,9920683.6
27569,99,69,3855,6325,504,0,2765641.9
11064,83,58,1680,8637,171,9,1108539.2
60299,99,30,6445,118,949,0,6035836.4
43337,14,98,1389,1163,121,8,4334979.3
6738,86,60,5201,565,303,10,680185.3
7939,76,56,7730,2237,889,8,806926.1
33316,89,72,6673,9968,616,8,3340809
28193,61,96,7652,3595,990,6,2833176.1
60768,52,65,9454,3766,408,2,6083121
405,38,91,2657,5038,898,0,54382.3
78229,55,41,6218,1061,862,9,7831558.1
38892,78,50,7490,7791,415,8,3898426.8
16834,67,54,4649,6155,947,0,1691557.9
98767,58,80,7301,7232,452,10,9881688.7
19931,71,58,8527,2766,742,8,1998436.4
94165,57,33,2614,6873,730,4,9425553.3
3166,57,38,1038,4145,158,9,322863.6
14307,76,59,5113,9386,675,7,1438756.9
74927,58,17,1056,347,243,1,7494035.3
46132,94,90,7242,4824,987,8,4624268.3
93683,61,4,7230,8177,356,3,9369675.9
22136,56,100,6358,7861,304,3,2217451.2
22334,5,49,948,9949,113,5,2239252.7
94723,15,23,9540,5091,439,10,9476464.6
525,39,62,7377,8868,113,10,56225.4
44111,53,75,8588,7962,689,1,4421849.2
50839,28,60,9636,2021,451,0,5088531.5
81019,81,84,9850,4447,889,9,8108376.1
36137,72,31,2452,659,421,9,3619989
56439,84,29,402,7088,417,2,5650606
1937,54,90,5879,9334,254,7,201865.9
93001,36,82,9735,9607,154,10,9310693.2
67233,36,84,8416,4594,960,3,6731477.8
55682,71,38,7381,5246,858,7,5575110.4
97897,63,91,2736,1335,834,10,9799105
66836,68,63,9048,2932,903,2,6692953.7
78235,8,31,7253,259,803,4,7835672.9
32419,36,68,2857,3533,929,0,3253478.1
54995,7,72,3447,5028,878,3,5507408
7133,86,53,6795,2063,429,4,723366.9
48223,48,30,8779,6695,108,2,4826979.6
28354,54,15,2945,6960,577,8,2842100
63613,83,76,8277,7626,810,0,6370994.7
40812,52,59,3176,9172,241,10,4088680.8
40736,55,46,4246,6743,134,3,4087187.4
93690,94,31,1801,3488,140,2,9372359.5
50276,26,45,7875,7480,480,10,5030850.8
21294,65,3,7367,1596,602,10,2133300.1
99074,67,100,4194,9503,314,7,9914551.1
24979,45,62,5980,7316,502,2,2508814.1
41441,21,88,2349,9601,292,5,4156420
97857,20,61,4407,2771,684,8,9790445.7
65931,71,84,4220,8544,125,4,6595633.7
39077,15,33,9471,1375,647,6,3908929.5
95690,10,65,4741,1680,136,1,9573812.1
82236,49,81,3778,925,283,8,8231424.8
36539,68,49,2863,3085,974,10,3664156.4
99491,47,51,4292,9878,738,1,9957075
32185,27,12,1976,3491,733,7,3221329.8
59183,22,54,1612,1694,688,0,5924125.4
11006,48,87,8194,4306,378,7,1107901.5
24025,18,97,3028,8500,190,9,2415923.9
92120,25,67,7137,601,507,2,9219455.1
63342,21,86,2111,3502,877,8,6349697.7
91418,76,98,407,9752,142,3,9152058.2
99151,76,17,7237,7600,715,6,9918352
31429,17,78,5090,342,145,0,3151080.1
92781,74,66,3302,8003,121,0,9284649.6
