price;speed;hd;ram;screen;ads;trend
1795.00;50.00;420.00;4.00;14.00;307.00;16.00
2244.00;100.00;107.00;2.00;14.00;307.00;16.00
1790.00;50.00;214.00;4.00;14.00;307.00;16.00
2294.00;100.00;107.00;2.00;14.00;307.00;16.00
3049.00;100.00;527.00;16.00;15.00;307.00;16.00
1594.00;33.00;340.00;4.00;15.00;307.00;16.00
1590.00;50.00;107.00;2.00;14.00;307.00;16.00
2029.00;33.00;340.00;8.00;14.00;307.00;16.00
2499.00;100.00;340.00;8.00;15.00;307.00;16.00
1495.00;50.00;107.00;2.00;14.00;307.00;16.00
2090.00;100.00;107.00;2.00;15.00;307.00;16.00
1795.00;66.00;214.00;4.00;14.00;307.00;16.00
3304.00;66.00;420.00;16.00;17.00;307.00;16.00
2799.00;50.00;340.00;8.00;15.00;307.00;16.00
1490.00;33.00;107.00;2.00;15.00;307.00;16.00
2795.00;75.00;528.00;16.00;14.00;307.00;16.00
3239.00;50.00;340.00;8.00;17.00;307.00;16.00
1690.00;33.00;340.00;4.00;14.00;307.00;16.00
1899.00;33.00;340.00;8.00;14.00;307.00;16.00
2343.00;66.00;426.00;8.00;14.00;307.00;16.00
1744.00;66.00;107.00;2.00;14.00;307.00;16.00
1999.00;33.00;340.00;8.00;15.00;307.00;16.00
1359.00;25.00;120.00;4.00;14.00;307.00;16.00
3659.00;66.00;424.00;8.00;17.00;307.00;16.00
3129.00;100.00;527.00;16.00;15.00;307.00;16.00
1889.00;33.00;120.00;4.00;15.00;307.00;16.00
2359.00;50.00;340.00;4.00;14.00;307.00;16.00
2419.00;33.00;212.00;4.00;17.00;307.00;16.00
2290.00;66.00;426.00;8.00;15.00;307.00;16.00
1999.00;33.00;340.00;8.00;14.00;307.00;16.00
1890.00;25.00;426.00;8.00;15.00;307.00;16.00
2290.00;100.00;214.00;4.00;14.00;307.00;16.00
1849.00;33.00;212.00;4.00;14.00;307.00;16.00
1844.00;66.00;107.00;2.00;14.00;307.00;16.00
2494.00;100.00;214.00;4.00;14.00;307.00;16.00
1929.00;25.00;120.00;4.00;17.00;307.00;16.00
3249.00;100.00;527.00;16.00;17.00;307.00;16.00
1475.00;33.00;340.00;4.00;14.00;307.00;16.00
1295.00;33.00;212.00;4.00;14.00;307.00;16.00
1259.00;25.00;120.00;4.00;14.00;307.00;16.00
1444.00;25.00;107.00;2.00;14.00;307.00;16.00
2799.00;66.00;527.00;16.00;15.00;307.00;16.00
1749.00;33.00;212.00;4.00;14.00;307.00;16.00
1499.00;33.00;170.00;4.00;14.00;307.00;16.00
2344.00;50.00;426.00;8.00;14.00;307.00;16.00
2495.00;66.00;540.00;8.00;15.00;307.00;16.00
2590.00;50.00;528.00;16.00;15.00;307.00;16.00
1344.00;25.00;107.00;2.00;14.00;307.00;16.00
1595.00;66.00;107.00;2.00;14.00;307.00;16.00
1920.00;25.00;528.00;8.00;14.00;307.00;16.00
3499.00;100.00;1000.00;16.00;15.00;307.00;16.00
2595.00;100.00;426.00;8.00;14.00;307.00;16.00
1399.00;33.00;170.00;4.00;14.00;307.00;16.00
2143.00;33.00;426.00;8.00;14.00;307.00;16.00
1395.00;33.00;214.00;4.00;14.00;307.00;16.00
1595.00;33.00;214.00;4.00;14.00;307.00;16.00
1690.00;66.00;107.00;2.00;15.00;307.00;16.00
1795.00;25.00;426.00;8.00;14.00;307.00;16.00
2944.00;75.00;528.00;16.00;14.00;307.00;16.00
1849.00;33.00;340.00;4.00;14.00;307.00;16.00
1469.00;33.00;340.00;4.00;14.00;307.00;16.00
1594.00;33.00;212.00;4.00;14.00;307.00;16.00
1865.00;33.00;425.00;8.00;15.00;307.00;16.00
1395.00;25.00;214.00;4.00;14.00;307.00;16.00
1290.00;25.00;107.00;2.00;14.00;307.00;16.00
2644.00;75.00;426.00;8.00;14.00;307.00;16.00
1999.00;66.00;340.00;8.00;15.00;307.00;16.00
2395.00;33.00;528.00;16.00;14.00;307.00;16.00
2645.00;66.00;424.00;8.00;17.00;307.00;16.00
3349.00;100.00;527.00;16.00;17.00;307.00;16.00
2120.00;33.00;528.00;8.00;14.00;307.00;16.00
1994.00;50.00;214.00;4.00;14.00;307.00;16.00
3044.00;75.00;528.00;16.00;14.00;307.00;16.00
1890.00;66.00;214.00;4.00;15.00;307.00;16.00
1595.00;33.00;214.00;4.00;14.00;307.00;16.00
1890.00;66.00;214.00;4.00;14.00;307.00;16.00
1944.00;75.00;107.00;2.00;14.00;307.00;16.00
2319.00;33.00;340.00;4.00;14.00;307.00;16.00
1995.00;66.00;425.00;8.00;15.00;307.00;16.00
1689.00;25.00;212.00;4.00;14.00;307.00;16.00
2609.00;33.00;212.00;4.00;17.00;307.00;16.00
2819.00;50.00;340.00;8.00;15.00;307.00;16.00
1195.00;25.00;214.00;4.00;14.00;307.00;16.00
2039.00;33.00;212.00;4.00;14.00;307.00;16.00
2425.00;50.00;212.00;8.00;17.00;307.00;16.00
1544.00;33.00;107.00;2.00;14.00;307.00;16.00
1990.00;50.00;420.00;4.00;14.00;307.00;16.00
2995.00;100.00;528.00;16.00;14.00;307.00;16.00
2344.00;100.00;214.00;4.00;14.00;307.00;16.00
3439.00;66.00;340.00;8.00;17.00;307.00;16.00
1895.00;100.00;340.00;4.00;14.00;307.00;16.00
2444.00;66.00;426.00;8.00;14.00;307.00;16.00
3129.00;66.00;527.00;8.00;14.00;307.00;16.00
1999.00;33.00;212.00;4.00;15.00;307.00;16.00
2249.00;66.00;212.00;4.00;14.00;307.00;16.00
2490.00;33.00;528.00;16.00;14.00;307.00;16.00
2899.00;100.00;527.00;16.00;15.00;307.00;16.00
2744.00;50.00;420.00;8.00;17.00;307.00;16.00
2195.00;25.00;528.00;16.00;14.00;307.00;16.00
2344.00;66.00;426.00;8.00;14.00;307.00;16.00
2294.00;75.00;214.00;4.00;14.00;307.00;16.00
2094.00;66.00;214.00;4.00;14.00;307.00;16.00
1495.00;33.00;340.00;4.00;14.00;307.00;16.00
2190.00;50.00;426.00;8.00;15.00;307.00;16.00
3379.00;66.00;527.00;8.00;15.00;307.00;16.00
2469.00;33.00;340.00;4.00;15.00;307.00;16.00
1645.00;33.00;340.00;4.00;14.00;307.00;16.00
2244.00;75.00;214.00;4.00;14.00;307.00;16.00
2290.00;66.00;426.00;8.00;14.00;307.00;16.00
2090.00;100.00;107.00;2.00;14.00;307.00;16.00
2343.00;66.00;426.00;8.00;14.00;307.00;16.00
1644.00;50.00;107.00;2.00;14.00;307.00;16.00
2220.00;50.00;528.00;8.00;14.00;307.00;16.00
2690.00;100.00;426.00;8.00;15.00;307.00;16.00
1839.00;25.00;212.00;4.00;15.00;307.00;16.00
1990.00;100.00;340.00;4.00;15.00;307.00;16.00
1490.00;33.00;107.00;2.00;14.00;307.00;16.00
2544.00;33.00;528.00;16.00;14.00;307.00;16.00
2509.00;50.00;340.00;4.00;15.00;307.00;16.00
2144.00;75.00;214.00;4.00;14.00;307.00;16.00
2095.00;50.00;426.00;8.00;14.00;307.00;16.00
1695.00;50.00;214.00;4.00;14.00;307.00;16.00
3144.00;100.00;528.00;16.00;14.00;307.00;16.00
1490.00;25.00;214.00;4.00;15.00;307.00;16.00
1499.00;33.00;170.00;4.00;15.00;307.00;16.00
2099.00;33.00;340.00;8.00;14.00;307.00;16.00
1595.00;66.00;340.00;4.00;14.00;307.00;16.00
1644.00;25.00;214.00;4.00;14.00;307.00;16.00
1995.00;33.00;426.00;8.00;14.00;307.00;16.00
2769.00;66.00;340.00;8.00;14.00;307.00;16.00
2669.00;50.00;340.00;8.00;14.00;307.00;16.00
2744.00;100.00;426.00;8.00;14.00;307.00;16.00
1490.00;25.00;214.00;4.00;14.00;307.00;16.00
2889.00;33.00;340.00;4.00;17.00;307.00;16.00
1925.00;33.00;212.00;4.00;17.00;307.00;16.00
2444.00;25.00;528.00;16.00;14.00;307.00;16.00
2195.00;66.00;426.00;8.00;14.00;307.00;16.00
2775.00;66.00;420.00;16.00;15.00;307.00;16.00
2499.00;66.00;528.00;16.00;15.00;307.00;16.00
2199.00;50.00;450.00;8.00;15.00;307.00;16.00
1399.00;33.00;270.00;4.00;14.00;307.00;16.00
2290.00;25.00;528.00;16.00;15.00;307.00;16.00
2490.00;75.00;426.00;8.00;15.00;307.00;16.00
2899.00;66.00;527.00;16.00;15.00;307.00;16.00
2090.00;75.00;214.00;4.00;15.00;307.00;16.00
1499.00;50.00;340.00;4.00;14.00;307.00;16.00
2695.00;66.00;528.00;8.00;15.00;307.00;16.00
1690.00;66.00;340.00;4.00;15.00;307.00;16.00
2390.00;50.00;420.00;8.00;15.00;307.00;16.00
2399.00;100.00;340.00;8.00;14.00;307.00;16.00
1590.00;50.00;107.00;2.00;15.00;307.00;16.00
2244.00;33.00;426.00;8.00;14.00;307.00;16.00
2744.00;66.00;528.00;16.00;14.00;307.00;16.00
2190.00;50.00;426.00;8.00;14.00;307.00;16.00
2065.00;100.00;340.00;4.00;14.00;307.00;16.00
1495.00;33.00;212.00;4.00;14.00;307.00;16.00
2529.00;100.00;340.00;8.00;14.00;307.00;16.00
1690.00;33.00;214.00;4.00;15.00;307.00;16.00
2569.00;50.00;340.00;8.00;14.00;307.00;16.00
3239.00;66.00;424.00;8.00;15.00;307.00;16.00
2044.00;66.00;214.00;4.00;14.00;307.00;16.00
1299.00;33.00;340.00;4.00;14.00;307.00;16.00
2199.00;50.00;425.00;8.00;15.00;307.00;16.00
1495.00;50.00;214.00;4.00;14.00;307.00;16.00
2775.00;66.00;530.00;16.00;17.00;307.00;16.00
2444.00;100.00;214.00;4.00;14.00;307.00;16.00
1894.00;66.00;107.00;2.00;14.00;307.00;16.00
2890.00;75.00;528.00;16.00;14.00;307.00;16.00
1795.00;66.00;340.00;8.00;14.00;307.00;16.00
2644.00;50.00;528.00;16.00;14.00;307.00;16.00
1725.00;33.00;212.00;4.00;17.00;307.00;16.00
1795.00;75.00;107.00;2.00;14.00;307.00;16.00
3244.00;100.00;528.00;16.00;14.00;307.00;16.00
2395.00;75.00;426.00;8.00;14.00;307.00;16.00
2259.00;25.00;212.00;4.00;17.00;307.00;16.00
2599.00;66.00;450.00;8.00;15.00;307.00;16.00
1695.00;50.00;340.00;8.00;14.00;307.00;16.00
3029.00;100.00;527.00;16.00;15.00;307.00;16.00
1639.00;33.00;120.00;4.00;14.00;307.00;16.00
1694.00;25.00;214.00;4.00;14.00;307.00;16.00
2499.00;66.00;528.00;8.00;15.00;307.00;16.00
1559.00;33.00;212.00;4.00;14.00;307.00;16.00
2590.00;50.00;528.00;16.00;14.00;307.00;16.00
2720.00;100.00;528.00;8.00;14.00;307.00;16.00
1570.00;33.00;340.00;4.00;15.00;307.00;16.00
2743.00;100.00;426.00;8.00;14.00;307.00;16.00
2189.00;33.00;212.00;4.00;15.00;307.00;16.00
2090.00;75.00;214.00;4.00;14.00;307.00;16.00
1944.00;25.00;426.00;8.00;14.00;307.00;16.00
1529.00;33.00;170.00;4.00;14.00;307.00;16.00
2494.00;25.00;528.00;16.00;14.00;307.00;16.00
2499.00;100.00;340.00;8.00;14.00;307.00;16.00
2595.00;66.00;530.00;16.00;15.00;307.00;16.00
1558.00;33.00;212.00;4.00;14.00;307.00;16.00
1395.00;25.00;340.00;8.00;14.00;307.00;16.00
1625.00;33.00;240.00;4.00;14.00;307.00;16.00
2309.00;33.00;120.00;4.00;17.00;307.00;16.00
1695.00;33.00;425.00;8.00;15.00;307.00;16.00
1844.00;33.00;214.00;4.00;14.00;307.00;16.00
2425.00;66.00;530.00;16.00;15.00;307.00;16.00
2550.00;66.00;340.00;8.00;15.00;307.00;16.00
1995.00;50.00;212.00;8.00;14.00;307.00;16.00
1765.00;66.00;340.00;4.00;14.00;307.00;16.00
1890.00;75.00;107.00;2.00;15.00;307.00;16.00
1595.00;33.00;340.00;8.00;14.00;307.00;16.00
1995.00;100.00;107.00;2.00;14.00;307.00;16.00
2949.00;100.00;527.00;16.00;15.00;307.00;16.00
1494.00;25.00;107.00;2.00;14.00;307.00;16.00
2490.00;75.00;426.00;8.00;14.00;307.00;16.00
1894.00;50.00;420.00;4.00;15.00;307.00;16.00
2495.00;50.00;528.00;16.00;14.00;307.00;16.00
2149.00;66.00;212.00;4.00;14.00;307.00;16.00
2244.00;50.00;426.00;8.00;14.00;307.00;16.00
3229.00;66.00;527.00;8.00;14.00;307.00;16.00
2490.00;33.00;528.00;16.00;15.00;307.00;16.00
2425.00;100.00;425.00;8.00;15.00;307.00;16.00
1890.00;25.00;426.00;8.00;14.00;307.00;16.00
2044.00;25.00;426.00;8.00;14.00;307.00;16.00
2290.00;25.00;528.00;16.00;14.00;307.00;16.00
1790.00;50.00;214.00;4.00;15.00;307.00;16.00
3397.00;66.00;450.00;16.00;15.00;307.00;16.00
2595.00;66.00;528.00;16.00;14.00;307.00;16.00
2259.00;50.00;340.00;4.00;14.00;307.00;16.00
2075.00;66.00;425.00;8.00;15.00;307.00;16.00
1195.00;25.00;107.00;2.00;14.00;339.00;17.00
2999.00;100.00;527.00;16.00;15.00;339.00;17.00
1795.00;25.00;426.00;8.00;14.00;339.00;17.00
1599.00;33.00;210.00;4.00;14.00;339.00;17.00
1644.00;25.00;214.00;4.00;14.00;339.00;17.00
1639.00;33.00;120.00;4.00;14.00;339.00;17.00
2690.00;100.00;426.00;8.00;14.00;339.00;17.00
1644.00;50.00;107.00;2.00;14.00;339.00;17.00
2694.00;75.00;426.00;8.00;14.00;339.00;17.00
1690.00;66.00;107.00;2.00;15.00;339.00;17.00
1465.00;66.00;210.00;4.00;14.00;339.00;17.00
1790.00;50.00;214.00;4.00;14.00;339.00;17.00
3129.00;66.00;527.00;8.00;14.00;339.00;17.00
1690.00;33.00;340.00;4.00;14.00;339.00;17.00
2195.00;25.00;528.00;16.00;14.00;339.00;17.00
2344.00;66.00;426.00;8.00;14.00;339.00;17.00
1999.00;33.00;420.00;8.00;14.00;339.00;17.00
1995.00;33.00;340.00;8.00;15.00;339.00;17.00
2299.00;100.00;452.00;8.00;15.00;339.00;17.00
3244.00;100.00;528.00;16.00;14.00;339.00;17.00
2249.00;100.00;420.00;8.00;14.00;339.00;17.00
1995.00;33.00;540.00;8.00;14.00;339.00;17.00
2499.00;66.00;340.00;4.00;14.00;339.00;17.00
2625.00;66.00;530.00;8.00;17.00;339.00;17.00
2095.00;50.00;426.00;8.00;14.00;339.00;17.00
1795.00;75.00;107.00;2.00;14.00;339.00;17.00
1799.00;66.00;212.00;4.00;14.00;339.00;17.00
1844.00;66.00;107.00;2.00;14.00;339.00;17.00
2365.00;66.00;540.00;8.00;15.00;339.00;17.00
1689.00;25.00;212.00;4.00;14.00;339.00;17.00
1995.00;66.00;340.00;8.00;14.00;339.00;17.00
2044.00;75.00;107.00;2.00;14.00;339.00;17.00
1999.00;33.00;212.00;4.00;15.00;339.00;17.00
1795.00;66.00;340.00;8.00;14.00;339.00;17.00
2394.00;50.00;426.00;8.00;14.00;339.00;17.00
1295.00;33.00;340.00;4.00;14.00;339.00;17.00
2609.00;33.00;212.00;4.00;17.00;339.00;17.00
1944.00;66.00;214.00;4.00;14.00;339.00;17.00
1890.00;25.00;426.00;8.00;15.00;339.00;17.00
2469.00;33.00;340.00;4.00;15.00;339.00;17.00
2144.00;75.00;214.00;4.00;14.00;339.00;17.00
1495.00;50.00;107.00;2.00;14.00;339.00;17.00
1644.00;33.00;107.00;2.00;14.00;339.00;17.00
2669.00;50.00;340.00;8.00;14.00;339.00;17.00
1899.00;50.00;340.00;8.00;15.00;339.00;17.00
2090.00;33.00;528.00;8.00;14.00;339.00;17.00
1879.00;33.00;340.00;8.00;15.00;339.00;17.00
2429.00;100.00;420.00;8.00;15.00;339.00;17.00
1695.00;50.00;340.00;8.00;14.00;339.00;17.00
2995.00;100.00;528.00;16.00;14.00;339.00;17.00
2265.00;100.00;340.00;8.00;15.00;339.00;17.00
1559.00;33.00;212.00;4.00;14.00;339.00;17.00
1495.00;33.00;340.00;4.00;14.00;339.00;17.00
1589.00;25.00;212.00;4.00;14.00;339.00;17.00
2259.00;50.00;340.00;4.00;14.00;339.00;17.00
2215.00;100.00;425.00;8.00;15.00;339.00;17.00
1795.00;100.00;210.00;4.00;14.00;339.00;17.00
1849.00;33.00;212.00;4.00;14.00;339.00;17.00
2190.00;50.00;426.00;8.00;14.00;339.00;17.00
1794.00;33.00;340.00;4.00;14.00;339.00;17.00
1690.00;33.00;214.00;4.00;14.00;339.00;17.00
1844.00;50.00;214.00;4.00;14.00;339.00;17.00
2090.00;75.00;214.00;4.00;15.00;339.00;17.00
2344.00;100.00;214.00;4.00;14.00;339.00;17.00
1260.00;33.00;210.00;4.00;15.00;339.00;17.00
2144.00;100.00;107.00;2.00;14.00;339.00;17.00
2199.00;100.00;340.00;8.00;14.00;339.00;17.00
2029.00;33.00;420.00;8.00;14.00;339.00;17.00
2509.00;50.00;340.00;4.00;15.00;339.00;17.00
1490.00;25.00;214.00;4.00;15.00;339.00;17.00
2065.00;66.00;540.00;8.00;15.00;339.00;17.00
1899.00;33.00;420.00;8.00;14.00;339.00;17.00
1495.00;33.00;340.00;4.00;14.00;339.00;17.00
1890.00;25.00;426.00;8.00;14.00;339.00;17.00
2215.00;66.00;425.00;8.00;15.00;339.00;17.00
2090.00;100.00;107.00;2.00;14.00;339.00;17.00
2299.00;100.00;425.00;8.00;14.00;339.00;17.00
2904.00;66.00;340.00;8.00;17.00;339.00;17.00
2425.00;66.00;340.00;8.00;17.00;339.00;17.00
1999.00;66.00;340.00;8.00;15.00;339.00;17.00
2115.00;66.00;340.00;8.00;15.00;339.00;17.00
2744.00;66.00;528.00;16.00;14.00;339.00;17.00
1999.00;33.00;420.00;8.00;15.00;339.00;17.00
1795.00;33.00;425.00;8.00;15.00;339.00;17.00
2290.00;66.00;426.00;8.00;14.00;339.00;17.00
1890.00;66.00;214.00;4.00;15.00;339.00;17.00
2090.00;75.00;214.00;4.00;14.00;339.00;17.00
1550.00;66.00;210.00;4.00;15.00;339.00;17.00
1890.00;75.00;107.00;2.00;15.00;339.00;17.00
2894.00;100.00;426.00;8.00;14.00;339.00;17.00
1490.00;33.00;107.00;2.00;14.00;339.00;17.00
2244.00;50.00;426.00;8.00;14.00;339.00;17.00
2544.00;33.00;528.00;16.00;14.00;339.00;17.00
2695.00;66.00;528.00;8.00;15.00;339.00;17.00
1915.00;66.00;425.00;8.00;15.00;339.00;17.00
2890.00;75.00;528.00;16.00;14.00;339.00;17.00
2244.00;75.00;214.00;4.00;14.00;339.00;17.00
1399.00;33.00;210.00;4.00;14.00;339.00;17.00
2399.00;66.00;212.00;4.00;15.00;339.00;17.00
2444.00;25.00;528.00;16.00;14.00;339.00;17.00
3799.00;66.00;527.00;8.00;17.00;339.00;17.00
1395.00;33.00;107.00;2.00;14.00;339.00;17.00
2944.00;75.00;528.00;16.00;14.00;339.00;17.00
1495.00;50.00;214.00;4.00;14.00;339.00;17.00
3144.00;100.00;528.00;16.00;14.00;339.00;17.00
1595.00;66.00;107.00;2.00;14.00;339.00;17.00
2590.00;50.00;528.00;16.00;14.00;339.00;17.00
2644.00;75.00;426.00;8.00;14.00;339.00;17.00
1590.00;50.00;107.00;2.00;14.00;339.00;17.00
1945.00;66.00;340.00;8.00;15.00;339.00;17.00
1995.00;33.00;426.00;8.00;14.00;339.00;17.00
1529.00;33.00;210.00;4.00;14.00;339.00;17.00
2425.00;100.00;425.00;8.00;15.00;339.00;17.00
2349.00;100.00;420.00;8.00;15.00;339.00;17.00
2144.00;33.00;426.00;8.00;14.00;339.00;17.00
2925.00;100.00;530.00;8.00;17.00;339.00;17.00
2249.00;66.00;212.00;4.00;14.00;339.00;17.00
2095.00;100.00;425.00;8.00;15.00;339.00;17.00
2094.00;25.00;426.00;8.00;14.00;339.00;17.00
2344.00;50.00;426.00;8.00;14.00;339.00;17.00
1744.00;33.00;214.00;4.00;14.00;339.00;17.00
2195.00;100.00;214.00;4.00;14.00;339.00;17.00
1890.00;66.00;214.00;4.00;14.00;339.00;17.00
2794.00;50.00;528.00;16.00;14.00;339.00;17.00
2309.00;33.00;120.00;4.00;17.00;339.00;17.00
1825.00;33.00;340.00;8.00;15.00;339.00;17.00
2845.00;100.00;540.00;8.00;17.00;339.00;17.00
3499.00;100.00;1000.00;16.00;15.00;339.00;17.00
1515.00;33.00;210.00;4.00;14.00;339.00;17.00
2558.00;100.00;425.00;8.00;14.00;339.00;17.00
2690.00;100.00;528.00;8.00;14.00;339.00;17.00
2244.00;100.00;107.00;2.00;14.00;339.00;17.00
2694.00;33.00;528.00;16.00;14.00;339.00;17.00
3239.00;50.00;340.00;8.00;17.00;339.00;17.00
1849.00;33.00;340.00;4.00;14.00;339.00;17.00
2644.00;33.00;528.00;16.00;14.00;339.00;17.00
2195.00;66.00;426.00;8.00;14.00;339.00;17.00
2419.00;33.00;212.00;4.00;17.00;339.00;17.00
2569.00;50.00;340.00;8.00;14.00;339.00;17.00
3019.00;66.00;340.00;8.00;15.00;339.00;17.00
3149.00;66.00;527.00;16.00;17.00;339.00;17.00
2090.00;33.00;426.00;8.00;14.00;339.00;17.00
2545.00;100.00;530.00;8.00;15.00;339.00;17.00
1345.00;33.00;210.00;4.00;14.00;339.00;17.00
2259.00;25.00;212.00;4.00;17.00;339.00;17.00
2590.00;50.00;528.00;16.00;15.00;339.00;17.00
2345.00;33.00;425.00;8.00;17.00;339.00;17.00
3049.00;100.00;527.00;16.00;15.00;339.00;17.00
2744.00;50.00;528.00;16.00;14.00;339.00;17.00
2395.00;33.00;528.00;16.00;14.00;339.00;17.00
2379.00;100.00;420.00;8.00;14.00;339.00;17.00
2645.00;66.00;540.00;8.00;17.00;339.00;17.00
1594.00;33.00;340.00;4.00;15.00;339.00;17.00
2445.00;66.00;425.00;8.00;17.00;339.00;17.00
2099.00;33.00;420.00;8.00;14.00;339.00;17.00
3090.00;100.00;528.00;16.00;14.00;339.00;17.00
2575.00;100.00;530.00;8.00;15.00;339.00;17.00
1739.00;33.00;120.00;4.00;14.00;339.00;17.00
2044.00;25.00;426.00;8.00;14.00;339.00;17.00
2425.00;33.00;540.00;8.00;17.00;339.00;17.00
2290.00;100.00;214.00;4.00;14.00;339.00;17.00
1839.00;25.00;212.00;4.00;15.00;339.00;17.00
1890.00;25.00;528.00;8.00;14.00;339.00;17.00
1290.00;25.00;107.00;2.00;15.00;339.00;17.00
2290.00;25.00;528.00;16.00;14.00;339.00;17.00
2399.00;100.00;420.00;8.00;14.00;339.00;17.00
2595.00;66.00;528.00;16.00;14.00;339.00;17.00
2494.00;25.00;528.00;16.00;14.00;339.00;17.00
2435.00;100.00;340.00;8.00;15.00;339.00;17.00
2844.00;100.00;426.00;8.00;14.00;339.00;17.00
2989.00;66.00;424.00;8.00;14.00;339.00;17.00
2545.00;100.00;425.00;8.00;15.00;339.00;17.00
2343.00;66.00;426.00;8.00;14.00;339.00;17.00
1249.00;25.00;100.00;4.00;14.00;339.00;17.00
1890.00;75.00;107.00;2.00;14.00;339.00;17.00
2179.00;66.00;425.00;8.00;14.00;339.00;17.00
1939.00;33.00;212.00;4.00;14.00;339.00;17.00
2390.00;50.00;420.00;8.00;15.00;339.00;17.00
1595.00;33.00;214.00;4.00;14.00;339.00;17.00
2929.00;50.00;340.00;4.00;17.00;339.00;17.00
1945.00;33.00;540.00;8.00;15.00;339.00;17.00
2175.00;33.00;340.00;8.00;17.00;339.00;17.00
3129.00;100.00;527.00;16.00;15.00;339.00;17.00
1625.00;33.00;240.00;4.00;14.00;339.00;17.00
2355.00;66.00;340.00;8.00;15.00;339.00;17.00
1925.00;33.00;340.00;4.00;17.00;339.00;17.00
3090.00;100.00;528.00;16.00;15.00;339.00;17.00
2299.00;66.00;340.00;16.00;15.00;339.00;17.00
3099.00;100.00;527.00;16.00;15.00;339.00;17.00
2490.00;33.00;528.00;16.00;15.00;339.00;17.00
2615.00;100.00;530.00;8.00;15.00;339.00;17.00
2189.00;33.00;212.00;4.00;15.00;339.00;17.00
2743.00;100.00;426.00;8.00;14.00;339.00;17.00
1399.00;33.00;210.00;4.00;14.00;339.00;17.00
2699.00;100.00;450.00;8.00;15.00;339.00;17.00
1599.00;50.00;340.00;4.00;14.00;339.00;17.00
2149.00;66.00;212.00;4.00;14.00;339.00;17.00
2499.00;100.00;420.00;8.00;14.00;339.00;17.00
2495.00;50.00;528.00;16.00;14.00;339.00;17.00
2343.00;66.00;426.00;8.00;14.00;339.00;17.00
2190.00;50.00;426.00;8.00;15.00;339.00;17.00
1844.00;33.00;214.00;4.00;14.00;339.00;17.00
2690.00;100.00;426.00;8.00;15.00;339.00;17.00
1344.00;25.00;107.00;2.00;14.00;339.00;17.00
1695.00;50.00;214.00;4.00;14.00;339.00;17.00
1175.00;33.00;210.00;4.00;14.00;339.00;17.00
1995.00;75.00;214.00;4.00;14.00;339.00;17.00
1944.00;75.00;107.00;2.00;14.00;339.00;17.00
2849.00;66.00;527.00;16.00;15.00;339.00;17.00
2544.00;75.00;426.00;8.00;14.00;339.00;17.00
3659.00;66.00;424.00;8.00;17.00;339.00;17.00
1749.00;33.00;212.00;4.00;14.00;339.00;17.00
3439.00;66.00;340.00;8.00;17.00;339.00;17.00
1944.00;50.00;214.00;4.00;14.00;339.00;17.00
1990.00;50.00;420.00;4.00;14.00;339.00;17.00
3349.00;100.00;527.00;16.00;17.00;339.00;17.00
2395.00;75.00;426.00;8.00;14.00;339.00;17.00
2495.00;100.00;540.00;8.00;15.00;339.00;17.00
2615.00;100.00;340.00;8.00;17.00;339.00;17.00
3089.00;66.00;424.00;8.00;14.00;339.00;17.00
3294.00;100.00;528.00;16.00;14.00;339.00;17.00
2127.00;33.00;540.00;8.00;14.00;339.00;17.00
1444.00;25.00;107.00;2.00;14.00;339.00;17.00
2244.00;33.00;426.00;8.00;14.00;339.00;17.00
2644.00;50.00;528.00;16.00;14.00;339.00;17.00
2315.00;66.00;530.00;8.00;15.00;339.00;17.00
2665.00;100.00;540.00;8.00;15.00;339.00;17.00
3239.00;66.00;424.00;8.00;15.00;339.00;17.00
2275.00;66.00;530.00;8.00;15.00;339.00;17.00
2490.00;75.00;426.00;8.00;14.00;339.00;17.00
2427.00;66.00;540.00;8.00;15.00;339.00;17.00
2690.00;66.00;528.00;16.00;14.00;339.00;17.00
1509.00;25.00;120.00;4.00;15.00;339.00;17.00
2899.00;66.00;527.00;16.00;15.00;339.00;17.00
2195.00;66.00;426.00;8.00;14.00;339.00;17.00
2044.00;66.00;214.00;4.00;14.00;339.00;17.00
1490.00;33.00;107.00;2.00;15.00;339.00;17.00
2344.00;25.00;528.00;16.00;14.00;339.00;17.00
2894.00;66.00;528.00;16.00;14.00;339.00;17.00
2819.00;50.00;340.00;8.00;15.00;339.00;17.00
1944.00;25.00;426.00;8.00;14.00;339.00;17.00
3094.00;75.00;528.00;16.00;14.00;339.00;17.00
2095.00;66.00;425.00;8.00;15.00;339.00;17.00
1965.00;100.00;210.00;4.00;14.00;339.00;17.00
3299.00;66.00;1000.00;16.00;15.00;339.00;17.00
2090.00;100.00;107.00;2.00;15.00;339.00;17.00
2190.00;50.00;528.00;8.00;14.00;339.00;17.00
1345.00;33.00;210.00;4.00;14.00;339.00;17.00
3304.00;66.00;420.00;16.00;17.00;339.00;17.00
1499.00;33.00;210.00;4.00;14.00;339.00;17.00
1725.00;33.00;340.00;4.00;17.00;339.00;17.00
2290.00;66.00;426.00;8.00;15.00;339.00;17.00
2115.00;33.00;530.00;8.00;15.00;339.00;17.00
1690.00;33.00;214.00;4.00;15.00;339.00;17.00
1595.00;33.00;214.00;4.00;14.00;339.00;17.00
1595.00;33.00;340.00;8.00;14.00;339.00;17.00
1675.00;33.00;425.00;8.00;15.00;339.00;17.00
