carat;depth;table;price;x;y;z
1.50;61.00;57.00;12576.00;7.32;7.40;4.49
2.00;59.30;62.00;12576.00;8.12;8.06;4.80
1.27;62.20;54.00;12576.00;6.92;6.95;4.31
1.60;63.60;58.00;12581.00;7.44;7.38;4.71
1.01;63.30;55.00;12581.00;6.36;6.28;4.00
1.54;64.70;56.00;12581.00;7.28;7.22;4.69
1.25;62.20;56.00;12584.00;6.89;6.93;4.30
1.50;59.40;62.00;12587.00;7.48;7.40;4.42
3.50;62.80;57.00;12587.00;9.65;9.59;6.03
2.00;61.50;57.00;12587.00;8.04;8.00;4.93
2.02;62.40;56.00;12591.00;8.03;8.19;5.06
2.02;64.50;60.00;12592.00;7.94;7.82;5.08
1.54;61.00;59.00;12592.00;7.43;7.38;4.52
1.52;60.80;57.00;12596.00;7.41;7.49;4.53
2.02;59.80;59.90;12598.00;8.16;8.21;4.90
1.53;61.80;59.00;12602.00;7.31;7.45;4.56
1.51;63.10;55.00;12603.00;7.34;7.30;4.62
1.74;61.90;55.00;12605.00;7.71;7.74;4.78
1.50;65.40;53.00;12606.00;7.12;7.10;4.65
2.01;62.90;55.00;12606.00;8.07;8.00;5.05
2.01;62.30;57.00;12607.00;8.05;7.99;5.00
1.71;58.80;60.00;12607.00;7.85;7.80;4.60
1.36;61.60;56.00;12608.00;7.17;7.08;4.39
1.79;60.50;56.00;12610.00;7.87;7.90;4.77
2.00;59.80;68.00;12610.00;8.13;7.95;4.81
2.10;60.60;60.00;12612.00;8.29;8.33;5.04
1.21;62.00;58.00;12613.00;6.82;6.86;4.24
1.39;60.90;61.00;12614.00;7.15;7.19;4.37
2.02;57.10;60.00;12615.00;8.31;8.25;4.73
1.53;62.20;55.00;12616.00;7.35;7.37;4.57
1.53;61.50;56.00;12616.00;7.38;7.42;4.56
2.01;65.90;57.00;12617.00;7.80;7.74;5.12
2.01;63.40;58.00;12617.00;8.01;7.94;5.06
2.01;62.40;54.00;12617.00;8.04;7.96;5.00
2.01;61.00;60.00;12617.00;8.16;8.11;4.96
2.03;63.00;56.00;12618.00;8.04;7.99;5.05
1.63;61.30;56.00;12620.00;7.60;7.57;4.65
1.70;61.90;57.00;12621.00;7.67;7.64;4.74
1.53;61.90;56.00;12621.00;7.45;7.32;4.57
1.58;60.30;56.00;12621.00;7.56;7.62;4.58
0.26;62.70;55.00;635.00;4.07;4.10;2.56
0.30;62.00;56.00;636.00;4.31;4.34;2.68
0.42;62.30;53.00;636.00;4.83;4.86;3.02
0.36;61.30;56.00;636.00;4.61;4.65;2.84
0.40;58.30;62.00;636.00;4.81;4.86;2.82
0.31;61.70;58.00;636.00;4.32;4.37;2.68
0.31;61.90;56.00;636.00;4.32;4.37;2.69
0.31;62.10;55.00;636.00;4.32;4.38;2.70
0.31;61.00;60.00;636.00;4.35;4.37;2.66
0.41;61.80;55.00;637.00;4.78;4.81;2.96
0.41;62.20;54.40;637.00;4.72;4.75;2.95
0.32;61.60;56.00;637.00;4.40;4.43;2.72
0.30;60.40;55.00;637.00;4.38;4.41;2.66
0.38;61.20;55.10;637.00;4.69;4.73;2.88
0.34;61.00;55.00;637.00;4.54;4.56;2.77
0.34;61.20;57.00;637.00;4.48;4.51;2.75
0.31;58.20;58.00;637.00;4.46;4.51;2.61
0.30;61.10;58.00;638.00;4.33;4.35;2.65
0.31;60.10;55.00;638.00;4.42;4.53;2.69
0.32;64.30;59.00;638.00;4.28;4.34;2.77
0.32;64.40;54.00;638.00;4.36;4.33;2.80
0.32;60.70;62.00;638.00;4.43;4.40;2.68
0.38;62.50;57.00;638.00;4.64;4.61;2.89
0.30;62.90;55.00;638.00;4.28;4.31;2.70
0.41;63.10;54.00;638.00;4.72;4.75;2.99
0.41;63.50;55.00;638.00;4.69;4.73;2.99
0.41;63.80;57.00;638.00;4.68;4.75;3.01
0.41;62.30;61.00;638.00;4.72;4.75;2.95
0.41;62.80;58.00;638.00;4.69;4.73;2.96
0.41;63.00;57.00;638.00;4.70;4.73;2.97
1.70;62.20;55.00;12622.00;7.63;7.67;4.76
1.70;59.80;59.00;12622.00;7.70;7.79;4.63
1.51;61.80;55.00;12626.00;7.43;7.39;4.58
1.30;62.10;55.00;12629.00;6.96;7.04;4.35
2.18;59.40;61.00;12631.00;8.49;8.45;0.00
2.11;60.90;59.00;12633.00;8.30;8.25;5.04
2.11;65.00;56.00;12633.00;8.06;8.01;5.22
2.08;62.60;58.00;12637.00;8.09;8.15;5.08
2.01;58.30;63.00;12639.00;8.28;8.25;4.82
1.71;62.20;56.00;12641.00;7.74;7.70;4.80
1.50;60.30;57.00;12641.00;7.42;7.33;4.45
1.06;62.40;55.00;12642.00;6.50;6.54;4.07
1.51;58.30;59.00;12644.00;7.52;7.47;4.37
1.51;61.50;58.00;12644.00;7.38;7.33;4.52
1.58;62.10;59.00;12645.00;7.46;7.43;4.62
1.55;62.30;56.00;12646.00;7.43;7.37;4.61
1.14;63.30;57.00;12647.00;6.63;6.71;4.22
1.52;62.80;56.00;12648.00;7.30;7.32;4.59
1.51;60.70;59.00;12648.00;7.47;7.42;4.52
1.32;58.00;66.00;12648.00;7.31;7.28;4.23
1.53;62.80;56.00;12654.00;7.31;7.37;4.61
2.00;61.80;57.00;12654.00;8.05;8.01;4.96
2.05;61.60;55.00;12654.00;8.18;8.11;5.02
2.00;64.30;56.00;12654.00;7.93;7.89;5.09
2.23;60.50;61.00;12655.00;8.40;8.47;5.10
1.51;58.60;62.00;12655.00;7.58;7.53;4.43
2.08;62.80;60.00;12655.00;8.12;8.03;5.07
1.21;62.80;55.00;12657.00;6.77;6.84;4.26
1.64;62.80;59.00;12670.00;7.53;7.51;4.72
1.41;58.80;59.00;12671.00;7.30;7.26;4.28
1.58;61.60;55.00;12671.00;7.52;7.57;4.65
1.50;62.50;59.00;12672.00;7.23;7.27;4.53
1.73;62.20;59.00;12674.00;7.65;7.62;4.75
1.89;62.00;56.00;12674.00;7.93;7.98;4.93
2.06;62.60;58.00;12677.00;8.06;8.03;5.04
2.03;62.40;57.00;12677.00;8.09;8.02;5.03
2.02;62.40;56.00;12680.00;8.14;8.04;5.06
2.02;61.70;61.00;12680.00;8.14;8.08;5.01
2.01;64.60;57.00;12681.00;7.82;7.88;5.07
1.70;61.40;58.00;12681.00;7.67;7.63;4.70
1.60;61.40;57.00;12681.00;7.59;7.53;4.64
1.68;60.70;62.00;12681.00;7.72;7.66;4.67
2.01;62.10;60.00;12683.00;7.88;8.00;4.93
1.65;62.00;54.00;12686.00;7.55;7.62;4.70
2.54;61.40;54.00;12687.00;8.83;8.78;5.41
1.51;62.30;56.00;12688.00;7.30;7.40;4.58
2.01;60.50;59.00;12690.00;8.12;8.01;4.88
2.12;62.30;58.00;12693.00;8.25;8.16;5.12
1.50;60.20;58.00;12693.00;7.31;7.35;4.41
2.04;62.60;55.00;12696.00;8.08;8.12;5.07
1.72;62.40;62.00;12696.00;7.63;7.52;4.73
1.51;59.60;57.00;12696.00;7.52;7.49;4.47
1.57;58.90;58.00;12697.00;7.57;7.63;4.48
1.25;62.20;56.00;12698.00;6.93;6.89;4.30
1.91;62.20;55.00;12700.00;7.90;7.94;4.93
1.50;62.40;56.00;12702.00;7.29;7.34;4.57
1.52;59.80;58.00;12707.00;7.51;7.55;4.50
2.12;62.90;55.00;12707.00;8.17;8.14;5.13
1.51;59.80;65.00;12709.00;7.36;7.43;4.42
1.62;62.70;56.00;12712.00;7.44;7.50;4.68
1.37;59.40;60.00;12713.00;7.27;7.20;4.30
2.02;59.80;60.00;12713.00;8.21;8.16;4.90
2.03;61.20;55.00;12714.00;8.14;8.26;5.02
2.03;62.10;57.00;12716.00;8.06;8.12;5.02
1.53;61.80;59.00;12717.00;7.45;7.31;4.56
1.56;60.50;57.00;12717.00;7.56;7.50;4.56
2.01;62.90;57.00;12717.00;8.05;7.98;5.04
1.74;61.90;55.00;12720.00;7.74;7.71;4.78
2.14;63.00;55.00;12720.00;8.25;8.23;5.19
1.13;59.80;60.00;12722.00;6.82;6.76;4.06
1.70;62.50;59.00;12723.00;7.48;7.58;4.71
1.11;61.30;54.00;12725.00;6.68;6.72;4.11
1.50;61.30;56.00;12725.00;7.34;7.41;4.52
1.52;61.60;56.00;12730.00;7.37;7.43;4.56
1.53;61.90;57.00;12731.00;7.35;7.39;4.56
1.30;62.40;57.00;12734.00;6.97;6.90;4.33
1.32;61.60;61.00;12736.00;6.97;7.02;4.31
2.02;62.20;57.00;12736.00;8.11;8.18;5.07
1.70;59.80;59.00;12737.00;7.79;7.70;4.63
1.70;62.20;55.00;12737.00;7.67;7.63;4.76
1.51;60.60;59.00;12738.00;7.45;7.41;4.50
1.51;59.60;58.00;12738.00;7.51;7.48;4.47
1.52;60.90;61.00;12738.00;7.41;7.38;4.50
1.51;61.60;57.00;12738.00;7.41;7.32;4.54
1.51;59.50;57.00;12738.00;7.56;7.46;4.47
2.05;62.20;57.00;12743.00;8.19;8.12;5.07
1.39;61.50;55.00;12744.00;7.19;7.23;4.44
1.30;62.10;55.00;12745.00;7.04;6.96;4.35
2.20;61.50;58.00;12747.00;8.44;8.38;5.18
1.10;61.10;56.00;12748.00;6.69;6.73;4.10
2.13;62.40;56.00;12753.00;8.26;8.19;5.13
1.50;64.20;55.00;12754.00;7.17;7.22;4.62
1.71;63.70;58.00;12755.00;7.58;7.54;4.81
2.28;61.60;57.00;12755.00;8.50;8.43;5.21
1.51;62.70;58.00;12756.00;7.20;7.31;4.55
1.51;63.30;60.00;12756.00;7.20;7.28;4.58
1.51;62.50;59.00;12756.00;7.28;7.34;4.57
1.51;58.90;60.00;12756.00;7.47;7.55;4.42
2.01;62.30;57.00;12762.00;8.10;8.04;5.03
1.52;62.80;56.00;12764.00;7.32;7.30;4.59
2.00;65.20;56.00;12765.00;7.92;7.87;5.15
2.03;63.10;59.00;12765.00;8.12;7.99;5.08
2.05;60.30;59.00;12766.00;8.25;8.21;4.96
2.00;60.80;58.00;12768.00;7.99;8.07;4.88
2.23;60.50;61.00;12770.00;8.47;8.40;5.10
1.73;60.60;59.00;12770.00;7.76;7.68;4.68
2.11;60.80;61.00;12771.00;8.21;8.36;5.04
1.65;62.00;58.00;12773.00;7.56;7.66;4.72
1.19;61.90;57.00;12776.00;6.84;6.79;4.22
2.07;62.50;56.00;12778.00;8.18;8.08;5.08
1.51;62.70;59.00;12779.00;7.20;7.32;4.55
1.64;61.80;59.00;12779.00;7.51;7.55;4.65
1.54;63.80;57.00;12779.00;7.31;7.34;4.67
1.50;62.50;55.00;12787.00;7.26;7.23;4.53
1.50;60.30;60.00;12787.00;7.34;7.26;4.40
1.50;63.60;60.00;12787.00;7.24;7.20;4.59
1.20;62.30;59.00;12787.00;6.83;6.79;4.24
1.50;62.50;59.00;12787.00;7.27;7.23;4.53
1.50;64.40;56.00;12787.00;7.16;7.09;4.59
1.13;62.30;54.00;12788.00;6.64;6.70;4.16
1.71;59.50;59.00;12791.00;7.78;7.81;4.64
1.53;62.30;54.20;12791.00;7.35;7.38;4.59
2.14;60.10;58.00;12792.00;8.40;8.35;5.03
2.04;61.30;60.00;12794.00;8.18;8.13;5.00
1.19;62.00;57.00;12795.00;6.76;6.86;4.22
1.50;60.90;56.00;12798.00;7.34;7.37;4.48
2.02;63.50;60.00;12798.00;7.93;7.98;5.05
1.58;62.40;60.00;12799.00;7.41;7.44;4.63
2.04;65.40;55.00;12799.00;7.87;7.93;5.17
1.54;60.90;59.00;12800.00;7.49;7.45;4.55
1.56;62.20;54.00;12800.00;0.00;0.00;0.00
1.57;61.50;54.00;12809.00;7.47;7.50;4.61
1.57;62.20;55.00;12810.00;7.44;7.49;4.64
2.29;56.80;66.00;12811.00;8.79;8.69;4.96
1.90;62.90;61.00;12812.00;7.78;7.73;4.88
2.01;62.10;56.00;12814.00;8.06;8.13;5.03
1.91;62.20;55.00;12816.00;7.94;7.90;4.93
1.66;61.70;58.00;12818.00;7.52;7.59;4.66
1.64;61.30;58.00;12821.00;7.65;7.59;4.67
1.50;63.00;56.00;12821.00;7.32;7.26;4.59
1.50;61.20;59.00;12821.00;7.40;7.31;4.50
1.81;62.70;58.00;12822.00;7.68;7.77;4.84
1.52;59.80;58.00;12823.00;7.55;7.51;4.50
1.52;59.50;61.00;12823.00;7.50;7.43;4.44
1.52;59.20;61.00;12823.00;7.59;7.55;4.48
1.31;62.10;55.00;12825.00;6.97;7.00;4.34
2.18;63.80;57.00;12825.00;8.24;8.17;5.23
1.62;62.70;56.00;12828.00;7.50;7.44;4.68
1.51;65.00;58.00;12829.00;7.06;7.12;4.61
2.01;61.60;57.00;12829.00;8.08;8.00;4.95
2.01;63.40;56.00;12829.00;8.09;7.99;5.10
2.01;60.50;58.00;12829.00;8.20;8.06;4.92
2.01;61.20;62.00;12829.00;8.18;8.12;4.99
1.72;62.80;57.00;12830.00;7.65;7.58;4.78
1.51;62.40;60.00;12831.00;7.30;7.34;4.57
2.26;61.90;57.00;12831.00;8.44;8.36;5.20
2.02;61.10;58.00;12832.00;8.04;8.10;4.93
2.02;62.00;56.00;12832.00;8.06;8.13;5.02
1.70;63.30;58.00;12833.00;7.48;7.56;4.76
2.05;59.80;56.00;12839.00;8.32;8.41;5.00
1.52;62.10;58.00;12840.00;7.36;7.43;4.59
1.52;61.10;57.00;12840.00;7.39;7.45;4.53
1.28;62.20;56.00;12841.00;6.95;6.91;4.32
2.06;61.10;57.00;12842.00;8.30;8.24;5.05
1.78;62.10;57.00;12843.00;7.77;7.73;4.81
1.58;62.90;59.00;12844.00;7.38;7.43;4.66
2.03;59.80;59.00;12844.00;8.29;8.24;4.94
2.01;60.20;61.00;12845.00;8.16;8.23;4.93
1.59;61.40;60.00;12846.00;7.47;7.60;4.63
1.51;59.80;60.00;12846.00;7.45;7.50;4.47
1.23;62.00;55.00;12848.00;6.85;6.92;4.27
1.53;61.90;57.00;12848.00;7.39;7.35;4.56
1.53;61.30;59.00;12851.00;7.35;7.40;4.52
2.18;62.60;58.00;12853.00;8.23;8.25;5.16
2.05;62.10;56.00;12857.00;8.18;8.10;5.04
1.62;62.50;55.00;12857.00;7.56;7.52;4.71
1.50;61.70;63.00;12862.00;7.31;7.24;4.49
2.03;62.10;59.00;12862.00;8.06;8.12;5.02
1.56;62.20;56.00;12864.00;7.45;7.47;4.64
1.01;61.40;57.00;12865.00;6.53;6.46;3.99
1.50;62.60;59.00;12870.00;7.22;7.31;4.55
1.50;64.20;55.00;12870.00;7.22;7.17;4.62
1.60;61.00;57.00;12871.00;7.54;7.60;4.62
1.51;62.50;59.00;12872.00;7.34;7.28;4.57
1.51;62.70;58.00;12872.00;7.31;7.20;4.55
1.51;63.30;60.00;12872.00;7.28;7.20;4.58
1.51;63.50;57.00;12872.00;7.23;7.19;4.58
1.70;61.90;60.00;12874.00;7.57;7.61;4.70
1.70;62.80;58.00;12874.00;7.52;7.57;4.74
1.72;61.40;59.00;12880.00;7.64;7.71;4.71
2.48;62.30;57.00;12883.00;8.64;8.58;5.36
2.08;62.20;60.00;12883.00;8.16;8.09;5.06
2.02;62.70;54.20;12884.00;8.03;8.08;5.05
1.42;62.60;60.00;12891.00;7.14;7.17;4.48
2.05;60.00;58.00;12891.00;8.31;8.23;4.96
1.15;59.20;57.00;12895.00;6.78;6.86;4.04
1.64;61.80;59.00;12896.00;7.55;7.51;4.65
1.58;62.00;56.00;12897.00;7.44;7.49;4.63
2.01;60.40;61.00;12898.00;8.05;7.98;4.84
1.51;61.80;56.00;12899.00;7.46;7.32;4.57
1.49;60.80;62.00;12900.00;7.41;7.36;4.49
1.20;62.30;60.00;12905.00;6.74;6.80;4.22
1.51;63.50;59.00;12906.00;7.20;7.13;4.55
1.22;61.50;58.00;12906.00;6.85;6.90;4.23
2.00;62.30;56.00;12907.00;8.08;8.03;5.02
1.53;62.80;57.00;12907.00;7.48;7.43;4.63
2.28;63.30;54.00;12907.00;8.36;8.29;5.27
1.52;62.00;56.00;12907.00;7.36;7.34;4.56
2.00;66.30;54.00;12907.00;7.98;7.88;5.26
1.63;61.80;57.00;12910.00;7.50;7.54;4.64
1.19;62.00;57.00;12912.00;6.86;6.76;4.22
2.02;63.50;60.00;12915.00;7.98;7.93;5.05
1.52;59.30;59.00;12916.00;7.48;7.55;4.46
1.75;63.80;57.00;12918.00;7.63;7.53;4.84
2.23;59.40;59.00;12921.00;8.60;8.54;5.09
1.98;58.30;69.00;12923.00;8.28;8.17;4.80
2.02;61.00;62.00;12927.00;8.10;8.14;4.95
2.02;57.50;61.00;12929.00;8.37;8.35;4.81
2.06;62.60;58.00;12931.00;8.06;8.03;5.04
1.73;61.80;57.00;12931.00;7.77;7.64;4.76
1.30;61.30;56.00;12932.00;7.03;7.06;4.32
2.11;63.80;54.00;12937.00;8.13;8.19;5.21
2.27;60.50;55.00;12939.00;8.63;8.53;5.19
1.81;62.70;58.00;12939.00;7.77;7.68;4.84
2.00;62.50;58.00;12940.00;8.14;8.03;5.05
1.39;60.60;55.00;12943.00;7.21;7.27;4.39
2.30;63.80;55.00;12944.00;8.40;8.35;5.34
1.67;62.60;56.00;12945.00;7.55;7.57;4.73
1.51;62.20;57.00;12947.00;7.28;7.36;4.55
1.51;60.80;66.00;12948.00;7.35;7.25;4.44
1.51;62.40;60.00;12948.00;7.34;7.30;4.57
1.55;61.70;57.00;12951.00;7.40;7.44;4.58
1.11;59.70;58.00;12956.00;6.70;6.74;4.01
1.11;62.10;57.00;12956.00;6.62;6.69;4.13
1.28;62.20;56.00;12958.00;6.95;6.91;4.32
1.52;62.60;55.00;12958.00;7.39;7.28;4.59
1.52;61.10;57.00;12958.00;7.45;7.39;4.53
2.34;63.90;62.00;12961.00;8.40;8.34;5.35
2.01;60.20;61.00;12963.00;8.23;8.16;4.93
2.01;59.10;59.00;12964.00;8.09;8.14;4.80
1.30;62.80;59.00;12967.00;6.95;6.99;4.38
2.01;60.80;58.00;12968.00;8.08;8.16;4.94
1.52;62.10;57.00;12968.00;7.27;7.32;4.53
1.53;61.30;59.00;12968.00;7.40;7.35;4.52
2.18;62.60;58.00;12970.00;8.25;8.23;5.16
2.14;62.10;58.00;12970.00;8.31;8.23;5.13
1.59;62.60;54.00;12971.00;7.43;7.47;4.67
1.71;62.70;55.00;12978.00;7.62;7.69;4.80
1.54;61.90;57.00;12978.00;7.42;7.35;4.57
2.03;62.10;59.00;12979.00;8.12;8.06;5.02
2.13;59.80;58.00;12980.00;8.43;8.37;5.02
1.51;61.50;58.00;12981.00;7.30;7.39;4.52
1.78;62.50;57.00;12981.00;7.76;7.80;4.86
1.53;61.40;58.00;12981.00;7.35;7.44;4.54
1.79;62.60;59.00;12985.00;7.65;7.72;4.81
2.01;63.50;60.00;12985.00;7.86;7.94;5.02
1.52;62.20;58.00;12985.00;7.38;7.29;4.56
2.00;60.30;58.00;12987.00;8.15;8.08;4.89
1.50;63.00;59.00;12988.00;7.23;7.30;4.58
1.16;62.00;55.00;12989.00;6.68;6.72;4.19
1.63;60.60;57.00;12990.00;7.63;7.68;4.63
1.58;60.20;56.00;12991.00;7.57;7.64;4.58
1.70;61.90;60.00;12992.00;7.61;7.57;4.70
1.70;62.80;58.00;12992.00;7.57;7.52;4.74
1.01;61.60;57.00;12996.00;6.44;6.48;3.98
1.70;61.90;55.00;12996.00;7.65;7.72;4.75
1.73;61.70;56.00;12998.00;7.64;7.70;4.73
1.72;61.40;59.00;12998.00;7.71;7.64;4.71
1.50;61.90;60.00;13001.00;7.29;7.32;4.52
1.52;60.30;59.00;13001.00;7.43;7.52;4.51
2.01;59.50;60.00;13003.00;8.26;8.21;4.90
1.25;60.90;60.00;13006.00;6.93;6.97;4.23
2.15;60.90;56.00;13006.00;8.38;8.33;5.09
2.10;65.20;56.00;13007.00;7.97;7.93;5.19
2.10;63.40;58.00;13007.00;8.19;8.12;5.17
2.00;60.80;55.00;13007.00;8.09;7.95;4.88
1.50;62.40;60.00;13009.00;7.29;7.22;4.53
1.51;61.00;63.00;13010.00;7.32;7.39;4.49
1.51;63.70;60.00;13012.00;7.20;7.24;4.60
1.58;62.60;59.00;13014.00;7.44;7.47;4.67
1.20;61.30;60.00;13015.00;6.77;6.84;4.17
2.07;64.50;60.00;13016.00;7.99;7.88;5.12
1.77;61.80;57.00;13026.00;7.77;7.71;4.78
2.44;61.40;56.00;13027.00;8.74;8.70;5.35
1.22;61.20;57.00;13029.00;6.88;6.92;4.22
1.23;59.90;57.00;13034.00;6.95;7.03;4.19
1.50;60.60;57.00;13034.00;7.47;7.36;4.49
1.52;61.40;58.00;13034.00;7.38;7.35;4.52
1.52;62.40;58.00;13034.00;7.37;7.30;4.58
1.58;59.60;58.00;13037.00;7.59;7.69;4.55
1.50;63.90;57.00;13037.00;7.16;7.23;4.60
1.74;62.50;57.00;13037.00;7.71;7.67;4.81
2.08;61.60;58.00;13038.00;8.15;8.22;5.04
2.00;60.80;62.00;13043.00;8.09;8.12;4.93
2.11;59.90;60.00;13046.00;8.36;8.41;5.02
1.61;62.30;57.00;13047.00;7.43;7.47;4.64
1.75;58.30;59.00;13047.00;7.92;7.97;4.63
1.50;62.20;58.00;13049.00;7.31;7.29;4.54
2.01;58.20;61.00;13052.00;8.24;8.20;4.78
1.05;61.70;56.00;13060.00;6.48;6.56;4.02
0.41;63.40;58.00;638.00;4.71;4.75;3.00
0.41;63.20;58.00;638.00;4.68;4.72;2.97
0.41;59.50;62.00;638.00;4.80;4.84;2.87
0.41;63.30;56.00;638.00;4.69;4.73;2.98
0.30;60.40;60.00;638.00;4.30;4.34;2.61
0.30;62.20;54.00;638.00;4.29;4.33;2.68
0.30;59.70;63.00;638.00;4.34;4.37;2.60
0.30;62.90;58.00;638.00;4.26;4.29;2.69
0.30;62.60;56.00;638.00;4.25;4.28;2.67
0.30;61.10;61.00;638.00;4.27;4.30;2.62
0.30;63.10;54.00;638.00;4.28;4.34;2.72
0.30;62.50;53.80;639.00;4.31;4.33;2.69
0.40;61.80;56.00;639.00;4.73;4.79;2.94
0.32;62.10;55.00;639.00;4.39;4.43;2.74
0.32;61.70;56.00;639.00;4.39;4.43;2.72
0.32;61.50;56.00;639.00;4.40;4.44;2.72
0.41;61.60;56.00;639.00;4.79;4.82;2.96
0.38;60.20;57.00;639.00;4.72;4.77;2.85
0.38;61.90;56.00;639.00;4.64;4.67;2.88
0.31;58.60;58.00;639.00;4.46;4.42;2.60
0.31;58.10;60.00;639.00;4.49;4.42;2.59
0.30;63.20;59.00;639.00;4.31;4.27;2.71
0.30;61.50;58.00;640.00;4.28;4.31;2.64
0.31;61.60;56.00;640.00;4.35;4.38;2.69
0.31;61.90;54.00;640.00;4.36;4.40;2.71
0.31;60.50;57.00;640.00;4.39;4.42;2.67
0.30;58.40;62.00;640.00;4.37;4.43;2.57
0.30;63.80;59.00;640.00;4.21;4.22;2.69
0.38;58.30;61.00;640.00;4.75;4.86;2.80
0.31;61.10;56.00;640.00;4.35;4.39;2.67
1.03;62.30;57.00;13060.00;6.44;6.49;4.03
1.39;60.60;55.00;13061.00;7.27;7.21;4.39
1.67;62.60;56.00;13063.00;7.57;7.55;4.73
2.03;62.80;59.00;13063.00;8.04;8.08;5.06
2.03;62.80;60.00;13063.00;7.99;8.05;5.04
2.14;62.70;55.00;13065.00;8.26;8.21;5.16
2.20;60.90;60.00;13065.00;8.42;8.34;5.10
1.51;64.00;56.00;13068.00;7.22;7.30;4.65
2.02;59.20;58.00;13068.00;8.29;8.25;4.89
1.71;63.70;58.00;13068.00;7.57;7.54;4.81
2.23;62.10;59.00;13069.00;8.29;8.33;5.16
2.11;61.40;62.00;13069.00;8.25;8.21;5.05
1.51;62.10;59.00;13074.00;7.37;7.26;4.54
1.51;60.20;60.00;13075.00;7.41;7.44;4.47
1.53;59.40;59.00;13077.00;7.55;7.51;4.47
1.72;62.90;58.00;13078.00;7.63;7.59;4.79
1.56;60.20;60.00;13079.00;7.47;7.52;4.51
1.51;63.20;56.00;13080.00;7.22;7.28;4.58
1.75;61.40;59.00;13081.00;7.79;7.69;4.75
2.17;59.30;61.00;13084.00;8.60;8.53;5.08
1.77;62.20;58.00;13085.00;7.76;7.68;4.80
1.20;61.10;55.00;13088.00;6.86;6.89;4.20
2.09;60.00;60.00;13092.00;8.32;8.37;5.01
1.91;59.60;60.00;13092.00;8.02;7.98;4.77
2.26;63.20;58.00;13095.00;8.38;8.26;5.26
1.25;61.30;57.00;13096.00;6.90;6.94;4.24
1.71;60.70;60.00;13097.00;7.74;7.71;4.69
1.71;62.70;55.00;13097.00;7.69;7.62;4.80
2.00;61.90;59.00;13098.00;8.02;8.00;4.98
1.96;62.70;58.00;13099.00;7.86;7.93;4.95
1.73;59.20;61.00;13102.00;7.78;7.82;4.62
1.79;62.60;59.00;13104.00;7.72;7.65;4.81
1.50;63.00;59.00;13107.00;7.30;7.23;4.58
2.03;63.10;59.00;13109.00;8.12;7.99;5.08
2.02;61.70;57.00;13109.00;8.05;8.12;4.99
2.01;61.10;59.00;13109.00;8.04;8.07;4.92
1.54;62.00;55.60;13110.00;7.35;7.44;4.59
1.13;61.50;58.00;13111.00;6.64;6.67;4.09
1.50;60.50;59.00;13112.00;7.39;7.35;4.46
2.00;60.70;59.00;13113.00;8.12;8.15;4.94
1.51;61.90;57.00;13115.00;7.37;7.30;4.54
2.02;58.00;58.00;13117.00;8.34;8.25;4.81
2.02;61.20;58.00;13117.00;8.11;8.04;4.94
2.09;60.90;58.00;13119.00;8.23;8.20;5.00
1.53;60.20;59.00;13119.00;7.50;7.45;4.50
1.54;61.80;58.00;13120.00;7.43;7.39;4.58
1.72;61.90;56.00;13122.00;7.74;7.67;4.77
1.70;61.70;57.40;13127.00;7.62;7.67;4.71
2.02;62.20;57.00;13132.00;8.06;8.11;5.03
1.58;62.60;59.00;13132.00;7.47;7.44;4.67
2.01;60.80;57.20;13133.00;8.13;8.15;4.95
2.00;61.50;61.00;13134.00;8.13;8.10;4.99
1.83;62.80;56.00;13134.00;7.76;7.82;4.89
1.51;62.70;59.00;13134.00;7.31;7.23;4.56
1.50;60.70;54.00;13135.00;7.41;7.48;4.53
1.50;61.70;54.00;13135.00;7.36;7.40;4.55
1.50;62.00;55.00;13135.00;7.33;7.36;4.56
1.60;61.10;55.00;13140.00;7.55;7.58;4.62
2.02;59.00;61.00;13144.00;8.26;8.31;4.89
2.13;62.60;58.00;13148.00;8.21;8.18;5.13
1.71;63.30;53.00;13152.00;7.54;7.59;4.79
1.52;61.50;56.00;13153.00;7.38;7.45;4.56
1.50;62.20;54.00;13154.00;7.39;7.34;4.58
1.51;63.80;59.00;13155.00;7.24;7.28;4.63
2.75;60.90;57.00;13156.00;9.04;8.98;5.49
1.51;61.10;57.00;13157.00;7.43;7.41;4.53
1.51;60.80;60.00;13157.00;7.42;7.38;4.50
1.50;58.60;64.00;13160.00;7.52;7.46;4.39
1.52;61.90;56.00;13161.00;7.28;7.39;4.54
1.51;62.00;56.00;13162.00;7.35;7.39;4.57
2.00;60.80;62.00;13162.00;8.12;8.09;4.93
1.51;62.20;59.00;13163.00;7.28;7.34;4.55
1.20;62.70;56.00;13165.00;6.78;6.81;4.26
1.31;60.30;56.00;13168.00;7.09;7.15;4.29
1.71;60.80;56.00;13169.00;7.77;7.73;4.71
1.55;61.50;56.00;13171.00;7.36;7.40;4.54
1.62;62.60;58.00;13177.00;7.48;7.53;4.70
1.56;61.90;58.00;13178.00;7.40;7.44;4.59
1.24;62.00;55.00;13178.00;6.93;6.89;4.29
2.03;63.00;56.00;13182.00;8.12;8.05;5.09
2.03;62.80;59.00;13182.00;8.08;8.04;5.06
2.03;60.00;57.00;13182.00;8.32;8.20;4.96
2.10;61.70;55.00;13182.00;8.21;8.13;5.04
1.63;59.80;56.00;13187.00;7.57;7.64;4.55
