id;host_id;latitude;longitude;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;;;;;;;
21254856;143168243;4.077.823;-7.391.247;80;1;0;;;1;0;;;;;;;
21256268;1819910;4.077.398;-7.395.109;170;2;51;24/06/2019;2.44;1;33;;;;;;;
21257726;2082420;4.070.626;-7.390.931;135;5;36;02/07/2019;1.78;1;325;;;;;;;
21259596;153735730;4.073.765;-7.398.454;1100;30;34;30/06/2019;1.94;2;333;;;;;;;
21259803;123320165;407.895;-739.441;120;5;20;23/06/2019;1.04;1;341;;;;;;;
21259931;1189195;4.071.153;-7.396.088;195;3;4;24/09/2018;0.22;1;0;;;;;;;
21260624;153180105;4.057.641;-7.412.931;115;2;29;03/01/2019;1.41;1;71;;;;;;;
21261549;45697749;4.068.642;-7.395.608;70;2;10;24/02/2018;0.48;2;0;;;;;;;
21263008;153735730;407.368;-7.398.307;766;30;13;15/06/2019;0.66;2;352;;;;;;;
21263120;44295724;4.081.875;-7.394.467;200;3;25;18/06/2019;1.8;1;0;;;;;;;
21263179;20408271;4.067.503;-7.401.505;150;1;2;22/01/2018;0.11;2;0;;;;;;;
21263728;16977462;4.078.642;-7.397.652;125;5;38;01/07/2019;1.8;1;54;;;;;;;
21264068;7784696;4.070.555;-7.391.333;75;3;9;24/09/2018;0.45;1;0;;;;;;;
21264131;67226812;4.068.744;-7.394.905;95;1;89;08/07/2019;4.43;1;0;;;;;;;
21264686;14552154;4.074.624;-7.398.648;140;2;76;19/06/2019;3.73;4;148;;;;;;;
21264903;145825873;4.080.604;-7.394.971;83;30;6;31/03/2019;0.46;4;86;;;;;;;
21265189;14552154;4.074.465;-7.398.535;135;2;84;24/06/2019;4.03;4;103;;;;;;;
21265363;14552154;4.074.517;-7.398.484;231;2;12;15/06/2019;0.65;4;165;;;;;;;
21265628;20583151;4.069.779;-7.392.282;95;1;1;19/05/2019;0.59;1;89;;;;;;;
21266334;11571496;4.068.701;-7.391.437;84;2;115;23/06/2019;5.92;2;6;;;;;;;
21266533;8857758;4.073.007;-7.389.766;89;3;27;29/06/2019;1.28;2;143;;;;;;;
21266730;59262205;4.067.954;-7.390.788;55;1;40;19/06/2019;2.15;3;146;;;;;;;
21266810;19985344;4.076.955;-7.395.694;155;2;22;02/06/2019;1.04;1;7;;;;;;;
21266924;153826581;408.459;-7.391.558;77;2;36;21/06/2019;1.81;1;5;;;;;;;
21267975;1272997;4.072.868;-7.395.248;52;2;68;03/06/2019;3.25;1;9;;;;;;;
21268535;31120110;4.084.195;-739.359;95;5;3;22/12/2017;0.15;1;0;;;;;;;
21269377;5664549;4.073.295;-73.992;250;4;4;23/06/2019;0.3;1;43;;;;;;;
21271180;133146682;4.070.614;-7.392.756;45;1;2;20/11/2017;0.09;1;0;;;;;;;
21272115;68557372;4.080.674;-7.395.337;75;1;60;27/06/2019;3.25;2;182;;;;;;;
21272452;51200621;4.069.523;-739.191;100;3;3;03/12/2017;0.14;1;0;;;;;;;
21273425;153886003;4.073.698;-7.390.256;100;1;94;05/07/2019;4.73;1;154;;;;;;;
21274308;148787736;4.066.977;-7.399.021;130;1;10;02/06/2019;0.52;2;46;;;;;;;
21274330;19424541;4.076.709;-7.396.422;840;4;2;23/04/2019;0.31;2;24;;;;;;;
21274914;46343506;4.070.571;-7.401.031;250;3;1;04/08/2018;0.09;1;365;;;;;;;
21275075;25265179;4.072.244;-7.399.461;250;1;9;27/05/2019;0.75;1;0;;;;;;;
21275645;33294012;4.071.646;-7.401.379;300;2;1;01/01/2018;0.05;1;0;;;;;;;
21275837;4976240;4.075.031;-7.397.776;100;7;26;26/06/2019;1.57;1;2;;;;;;;
21276361;752478;4.072.655;-7.400.466;200;2;0;;;1;0;;;;;;;
21277145;153921305;4.064.699;-7.401.404;120;2;54;23/06/2019;2.59;1;90;;;;;;;
21277719;153927396;4.073.138;-7.372.435;55;1;28;29/06/2019;1.32;1;359;;;;;;;
21278102;145825873;4.080.421;-739.502;160;3;10;02/06/2019;0.52;4;236;;;;;;;
21279140;127450357;4.067.683;-7.395.836;85;1;16;17/12/2018;0.77;1;0;;;;;;;
21279172;108605013;4.072.754;-7.394.396;100;20;2;03/01/2018;0.1;1;24;;;;;;;
21280201;152622375;4.066.529;-7.388.326;85;2;3;16/10/2018;0.15;2;151;;;;;;;
21280280;14103991;4.075.602;-73.818;40;2;29;20/06/2019;1.4;4;314;;;;;;;
21281051;38664335;4.063.682;-7.394.947;150;1;6;25/06/2019;3.75;1;44;;;;;;;
21281237;;;;;;;;;;;;;;;;;
21281339;128372045;4.063.258;-7.395.924;40;2;9;26/10/2018;0.43;1;71;;;;;;;
21281525;970375;4.073.213;-7.399.957;130;3;43;01/07/2019;2.06;1;7;;;;;;;
21281604;47735494;4.072.807;-7.386.872;50;1;15;22/04/2018;0.71;4;0;;;;;;;
21281641;1662707;40.679;-7.397.096;75;14;1;29/10/2017;0.05;1;0;;;;;;;
21282152;25414207;4.070.031;-7.390.828;43;1;76;29/06/2019;3.63;2;119;;;;;;;
21282732;16727881;407.745;-7.390.406;40;2;1;01/11/2018;0.12;1;363;;;;;;;
21283357;153988027;4.074.267;-738.996;255;4;42;20/06/2019;3.09;1;285;;;;;;;
21283507;15310048;4.065.261;-7.394.486;38;60;9;31/08/2018;0.45;2;199;;;;;;;
21287982;117385673;407.303;-7.398.341;105;3;1;23/10/2017;0.05;2;0;;;;;;;
21288588;8345378;4.068.294;-7.393.742;130;2;20;04/01/2019;1.08;1;64;;;;;;;
21288895;23722110;4.071.386;-739.634;350;7;29;15/06/2019;1.45;1;284;;;;;;;
21289522;154037433;4.067.048;-7.377.259;35;1;65;21/06/2019;3.2;3;52;;;;;;;
21289615;33036193;4.072.615;-7.398.303;120;10;31;05/05/2019;1.68;2;17;;;;;;;
21289640;154037433;4.066.934;-7.377.269;68;1;14;26/04/2019;1.23;3;13;;;;;;;
21289758;5791944;4.082.096;-739.531;55;2;1;17/10/2017;0.05;1;0;;;;;;;
21289989;29236921;407.005;-7.393.827;49;2;16;16/04/2019;0.76;1;0;;;;;;;
21291569;101970559;4.069.211;-739.067;0;30;2;22/06/2019;0.11;6;333;;;;;;;
21291783;50455642;4.071.528;-7.395.365;55;2;135;30/06/2019;6.62;1;30;;;;;;;
21292130;21210879;4.067.433;-7.392.824;298;3;24;15/06/2019;1.17;1;265;;;;;;;
21292185;17706542;4.069.731;-7.390.824;29;30;2;19/12/2018;0.1;6;324;;;;;;;
21292529;123354518;4.070.177;-7.392.313;50;2;0;;;2;0;;;;;;;
21292741;30706232;4.076.898;-7.391.607;40;1;2;30/10/2017;0.09;1;0;;;;;;;
21293326;10994839;4.071.994;-7.398.184;150;2;32;26/05/2019;1.58;1;76;;;;;;;
21294449;154088360;4.075.323;-7.394.025;298;4;72;02/07/2019;3.44;2;187;;;;;;;
21295182;91299100;4.076.913;-73.986;175;4;0;;;2;0;;;;;;;
21295218;154095549;4.069.407;-7.394.153;60;7;0;;;2;49;;;;;;;
21295334;25178532;4.077.829;-7.397.984;250;7;1;22/03/2018;0.06;1;0;;;;;;;
21295834;122920689;40.653;-7.395.079;43;4;1;21/02/2018;0.06;1;312;;;;;;;
21295942;137389534;4.068.583;-739.587;265;4;16;27/06/2019;0.77;1;144;;;;;;;
21295951;76021267;4.066.508;-7.395.097;60;7;10;31/05/2019;0.48;1;126;;;;;;;
21296227;38681422;4.071.422;-7.396.046;400;1;2;03/12/2017;0.1;1;0;;;;;;;
21296249;154106207;4.076.031;-7.391.583;180;6;0;;;1;83;;;;;;;
21296439;48626585;4.068.779;-7.397.174;235;5;5;01/01/2019;0.25;1;0;;;;;;;
21297416;49614264;4.066.071;-7.388.858;52;2;3;18/03/2018;0.15;1;89;;;;;;;
21297711;15357689;4.077.816;-7.397.735;250;3;4;03/01/2018;0.21;1;3;;;;;;;
21297804;3023513;4.075.097;-7.394.119;130;3;2;29/11/2017;0.1;1;0;;;;;;;
21298222;110081618;407.617;-7.398.931;150;1;146;06/07/2019;7.19;2;60;;;;;;;
21298453;154128335;4.069.933;-7.381.436;50;2;49;02/07/2019;2.37;4;108;;;;;;;
21298471;60758194;4.064.185;-7.391.509;160;2;1;11/12/2018;0.14;1;191;;;;;;;
21298561;130667097;4.070.529;-739.331;300;1;1;17/03/2019;0.26;2;347;;;;;;;
21299488;44439712;4.079.242;-7.394.178;70;4;23;03/07/2019;1.2;1;80;;;;;;;
21304320;101970559;4.069.166;-7.390.928;0;30;5;24/05/2019;0.26;6;139;;;;;;;
21304935;154184894;406.939;-7.373.104;130;2;0;;;2;0;;;;;;;
21305125;154184894;4.069.358;-73.73;120;2;0;;;2;0;;;;;;;
21305248;1710317;4.076.197;-7.398.961;200;1;107;05/07/2019;5.17;1;200;;;;;;;
21305393;510745;407.137;-7.394.813;80;2;1;20/10/2017;0.05;2;0;;;;;;;
21306332;22541573;4.074.071;-7.399.977;170;30;0;;;87;307;;;;;;;
21306375;148237535;4.064.162;-7.390.915;80;3;1;02/01/2018;0.05;4;364;;;;;;;
21306457;100354001;406.598;-7.373.316;65;1;76;27/06/2019;3.64;1;65;;;;;;;
21307055;145543998;4.067.587;-7.396.194;60;10;2;01/12/2017;0.1;1;0;;;;;;;
21307403;154206608;4.063.881;-7.393.476;400;1;50;19/06/2019;2.77;1;329;;;;;;;
21307577;12404709;4.072.853;-7.398.472;100;2;55;06/07/2019;3.06;2;25;;;;;;;
21308528;51547093;4.072.026;-7.398.468;68;1;5;09/03/2018;0.24;2;0;;;;;;;
21308590;146933726;406.654;-7.394.864;120;1;49;24/06/2019;2.4;1;276;;;;;;;
21308702;154217970;4.076.174;-7.398.306;80;3;88;07/07/2019;5.42;1;137;;;;;;;
21308792;33776141;4.073.905;-7.397.353;100;2;1;02/01/2018;0.05;1;0;;;;;;;
21309053;148237535;4.064.126;-7.390.953;80;3;1;02/01/2018;0.05;4;364;;;;;;;
21309659;154201505;4.068.368;-7.393.796;92;30;21;27/06/2018;1.01;2;35;;;;;;;
21310073;154201505;4.068.294;-7.393.979;95;30;0;;;2;87;;;;;;;
21311003;154232402;4.068.613;-7.394.021;185;3;19;02/07/2019;1.03;1;363;;;;;;;
21311240;154239561;4.071.198;-7.395.787;200;2;45;30/06/2019;2.16;2;268;;;;;;;
21311288;5644804;4.077.869;-7.397.658;300;2;31;14/06/2019;1.57;1;99;;;;;;;
21311520;52950465;4.076.168;-7.399.061;99;30;12;27/02/2018;0.57;12;251;;;;;;;
21311781;154220885;4.070.706;-7.390.006;50;1;90;01/07/2019;4.31;2;178;;;;;;;
21311903;134184451;4.070.258;-738.151;135;1;0;;;18;365;;;;;;;
21311946;52950465;4.076.037;-7.399.085;115;30;2;05/12/2017;0.1;12;341;;;;;;;
21312075;134184451;4.070.333;-738.138;135;1;0;;;18;365;;;;;;;
21312191;134184451;4.070.259;-7.381.415;135;1;0;;;18;365;;;;;;;
21312225;134184451;4.070.262;-7.381.526;135;1;1;10/12/2017;0.05;18;365;;;;;;;
21312283;134184451;407.045;-7.381.447;135;1;0;;;18;355;;;;;;;
21312330;134184451;4.070.458;-7.381.418;135;1;0;;;18;355;;;;;;;
21312403;134184451;4.070.423;-738.144;165;1;0;;;18;362;;;;;;;
21312440;134184451;4.070.269;-7.381.585;165;1;0;;;18;360;;;;;;;
21312495;134184451;4.070.426;-7.381.509;165;1;0;;;18;362;;;;;;;
21312549;134184451;4.070.262;-7.381.579;165;1;0;;;18;355;;;;;;;
21312595;134184451;4.070.475;-7.381.572;165;1;2;01/01/2018;0.09;18;355;;;;;;;
21312687;134184451;4.070.471;-7.381.542;135;1;3;01/01/2018;0.15;18;319;;;;;;;
21312732;134184451;4.070.455;-7.381.528;135;1;0;;;18;309;;;;;;;
21312749;130768576;4.077.803;-7.391.084;50;1;77;23/06/2019;3.66;1;145;;;;;;;
21313022;15356710;4.057.536;-7.396.523;40;31;1;02/03/2019;0.23;1;342;;;;;;;
21313240;115497723;4.073.591;-7.398.744;540;2;53;07/07/2019;4.43;1;215;;;;;;;
21313582;1566510;4.071.818;-7.398.922;85;1;77;27/06/2019;3.68;2;0;;;;;;;
21313640;10500831;4.068.527;-7.395.014;130;4;42;07/07/2019;2.01;1;91;;;;;;;
21313668;30426158;4.078.456;-7.397.933;150;4;2;09/12/2017;0.1;2;0;;;;;;;
21313950;18381155;4.072.308;-7.398.112;90;4;3;27/07/2018;0.17;1;0;;;;;;;
21313960;154266431;4.072.535;-7.398.244;121;3;51;30/09/2018;2.42;3;0;;;;;;;
21314250;154238443;4.085.579;-7.388.512;29;3;9;12/06/2019;0.43;2;322;;;;;;;
21314338;55724558;4.076.044;-7.394.087;40;4;22;25/01/2019;1.04;5;90;;;;;;;
21317156;84766486;4.076.068;-7.399.143;79;5;0;;;1;0;;;;;;;
21318405;2108760;4.076.661;-7.393.502;115;1;21;08/07/2018;1;1;0;;;;;;;
21321273;126346950;4.072.508;-7.398.335;250;1;1;15/10/2017;0.05;1;0;;;;;;;
21321503;154330006;4.087.666;-7.390.034;149;3;37;16/06/2019;1.9;1;146;;;;;;;
21322272;154339771;4.071.258;-7.395.742;50;2;10;28/01/2018;0.5;1;0;;;;;;;
21322522;1892493;4.066.952;-7.392.345;85;1;1;04/06/2018;0.08;2;99;;;;;;;
21322742;13839404;4.075.582;-7.397.175;180;2;0;;;1;0;;;;;;;
21323255;145967;4.065.258;-7.396.243;100;3;1;04/01/2018;0.05;1;0;;;;;;;
21324360;154362702;4.068.661;-7.399.097;200;3;32;01/07/2019;1.52;1;36;;;;;;;
21324522;12337318;4.082.296;-7.394.545;200;2;38;10/06/2019;1.89;2;101;;;;;;;
21325114;49582324;4.069.276;-7.398.374;119;1;0;;;1;0;;;;;;;
21325259;150565606;4.077.824;-7.391.493;70;1;64;26/06/2019;3.18;2;113;;;;;;;
21325362;154220885;4.070.516;-7.390.497;55;1;72;01/07/2019;3.52;2;171;;;;;;;
21325518;154363317;406.969;-7.376.114;250;2;25;01/07/2019;1.39;1;204;;;;;;;
21325658;154375347;4.074.524;-7.397.995;75;4;1;28/10/2017;0.05;1;0;;;;;;;
21326923;75059797;4.074.652;-7.382.873;40;3;3;08/07/2019;3;1;66;;;;;;;
21327327;75812000;4.085.051;-7.393.579;50;4;4;29/12/2017;0.2;1;0;;;;;;;
21327397;32446721;4.074.807;-7.386.511;37;1;6;27/05/2019;0.33;6;361;;;;;;;
21331808;536745;4.071.684;-7.394.366;90;2;5;02/09/2018;0.24;3;310;;;;;;;
21332241;1257048;4.068.624;-739.122;150;3;54;16/06/2019;2.6;1;59;;;;;;;
21332370;150970705;4.071.428;-7.395.421;140;2;11;12/06/2019;0.55;1;214;;;;;;;
21340451;55724558;4.076.024;-7.394.228;48;2;21;23/05/2019;1.02;5;90;;;;;;;
21343278;145687876;4.072.453;-738.498;80;3;1;06/11/2017;0.05;1;0;;;;;;;
21343957;27960761;4.072.817;-739.958;125;3;7;02/12/2018;0.38;3;63;;;;;;;
21344179;4285729;4.071.339;-7.399.115;188;3;6;22/04/2019;0.44;1;364;;;;;;;
21344739;87397826;4.075.595;-7.393.075;130;7;1;31/03/2018;0.06;2;34;;;;;;;
21344762;34867672;4.080.891;-7.393.798;100;30;22;31/01/2019;1.05;1;0;;;;;;;
21346054;73856870;40.666;-7.388.858;75;2;0;;;1;88;;;;;;;
21346376;37818693;4.075.827;-7.399.368;249;31;9;01/06/2019;0.51;1;137;;;;;;;
21346494;154506785;4.071.789;-739.579;345;1;75;09/06/2019;3.64;3;243;;;;;;;
21346661;78007526;4.072.883;-7.400.145;130;1;43;15/07/2018;2.04;1;145;;;;;;;
21347381;93469679;4.079.639;-7.394.772;90;2;40;13/05/2019;1.92;1;9;;;;;;;
21351641;21410583;4.076.602;-7.398.795;160;3;77;02/01/2019;3.77;1;88;;;;;;;
21353639;44379772;4.087.312;-739.179;85;1;0;;;1;317;;;;;;;
21353912;6317895;406.785;-7.397.542;125;4;1;03/01/2018;0.05;1;0;;;;;;;
21354050;63720469;4.070.818;-7.391.206;30;5;0;;;1;0;;;;;;;
21354164;32941922;4.070.442;-7.392.553;200;2;2;03/12/2017;0.1;1;0;;;;;;;
21354322;154576996;4.076.484;-7.381.569;200;1;8;22/12/2017;0.41;1;365;;;;;;;
21354525;11743513;4.069.252;-7.399.121;90;1;87;16/06/2019;4.29;1;108;;;;;;;
21354840;18270371;4.073.305;-7.398.574;148;4;10;27/09/2018;0.52;1;0;;;;;;;
21354913;71725161;4.064.191;-7.402.196;99;4;79;02/07/2019;3.97;2;137;;;;;;;
21354957;154506785;407.176;-7.395.927;148;1;72;09/06/2019;3.63;3;272;;;;;;;
21355005;25880686;4.080.049;-7.397.159;89;10;0;;;1;0;;;;;;;
21355217;154506785;407.186;-7.395.811;585;1;27;23/06/2019;2.01;3;229;;;;;;;
21356244;146000975;4.074.377;-7.390.482;120;1;161;27/06/2019;7.72;1;287;;;;;;;
21356378;9439324;4.068.809;-7.390.641;36;1;8;20/05/2019;0.43;3;0;;;;;;;
21356602;123483050;407.478;-7.388.005;100;1;73;22/06/2019;3.47;3;165;;;;;;;
21356649;145214508;4.069.369;-7.394.214;60;3;0;;;2;89;;;;;;;
21357119;177293;4.080.832;-7.393.756;200;30;0;;;1;0;;;;;;;
21357424;111969257;4.071.608;-7.394.557;200;5;23;02/07/2019;1.18;3;42;;;;;;;
21357642;154613793;4.082.706;-7.391.779;80;1;0;;;1;88;;;;;;;
21357792;111969257;4.071.619;-739.441;90;4;3;12/07/2018;0.15;3;0;;;;;;;
21358406;110965771;4.077.221;-7.382.401;80;2;36;18/05/2019;1.76;7;122;;;;;;;
21358930;131476068;406.868;-7.382.896;83;2;16;03/03/2019;0.77;2;42;;;;;;;
21359078;24210901;4.063.605;-7.396.096;71;2;14;27/12/2018;0.67;1;0;;;;;;;
21363363;17261462;4.072.935;-7.398.056;140;4;3;01/01/2018;0.14;1;0;;;;;;;
21363896;45534132;4.069.689;-7.399.563;180;2;1;22/10/2017;0.05;1;0;;;;;;;
21363936;4547593;4.071.982;-7.395.569;120;5;0;;;1;0;;;;;;;
21364301;103850896;4.071.817;-7.394.289;65;2;24;30/06/2019;1.18;2;53;;;;;;;
21364473;1282611;4.068.409;-7.393.827;69;4;7;01/01/2019;0.37;1;5;;;;;;;
21364703;8480056;4.072.706;-7.400.476;170;2;17;23/06/2019;0.84;1;6;;;;;;;
21364872;32527579;4.071.239;-7.395.857;70;4;8;23/06/2019;0.44;1;0;;;;;;;
21365379;14482375;4.072.205;-7.394.229;150;4;5;24/09/2018;0.24;3;0;;;;;;;
21365714;154700793;4.070.601;-7.373.737;67;3;93;29/06/2019;4.46;1;134;;;;;;;
21366188;154705359;4.066.875;-7.378.506;96;1;259;07/07/2019;12.99;1;307;;;;;;;
21366268;66960766;4.073.684;-7.398.058;57;3;75;29/06/2019;3.73;1;242;;;;;;;
21366506;154709515;407.345;-7.399.747;395;2;0;;;1;0;;;;;;;
21366806;154238443;4.085.456;-7.388.521;29;4;5;01/06/2019;0.25;2;360;;;;;;;
21366948;154714898;4.078.584;-7.397.342;350;5;31;30/06/2019;1.54;1;166;;;;;;;
21367482;46332983;4.068.533;-7.395.086;120;2;26;13/06/2019;1.82;1;22;;;;;;;
21367648;154042156;4.066.066;-7.394.409;100;2;24;28/05/2019;1.14;3;358;;;;;;;
21367929;49164956;4.067.752;-7.391.489;190;5;59;07/07/2019;2.86;5;24;;;;;;;
21368441;120574445;4.068.497;-7.397.986;200;3;45;02/07/2019;2.29;1;3;;;;;;;
21369060;154042156;4.065.894;-7.394.226;70;2;32;12/05/2019;1.53;3;358;;;;;;;
21369232;12446529;4.082.407;-738.614;49;2;25;07/05/2019;1.32;2;184;;;;;;;
21369271;154042156;4.065.909;-7.394.423;70;2;58;26/06/2019;2.8;3;60;;;;;;;
21369311;1478269;406.891;-7.395.452;70;2;7;06/06/2019;0.36;2;49;;;;;;;
21369656;138359650;4.080.641;-7.394.114;237;3;45;23/06/2019;2.18;1;89;;;;;;;
21370008;10545382;4.071.561;-7.396.307;129;1;66;07/07/2019;3.32;2;84;;;;;;;
21370014;36824919;4.080.246;-7.396.741;72;3;1;28/10/2017;0.05;1;0;;;;;;;
21370205;26702561;4.076.587;-7.398.527;90;1;0;;;1;0;;;;;;;
21375941;15412884;4.068.486;-7.398.487;800;7;2;25/07/2018;0.11;1;246;;;;;;;
21377271;15103996;4.066.489;-7.399.128;130;6;4;02/01/2019;0.22;1;5;;;;;;;
21377493;154550758;4.068.417;-7.392.726;160;2;0;;;1;171;;;;;;;
21378053;120762452;4.074.871;-739.753;175;30;2;19/01/2019;0.11;50;365;;;;;;;
21378123;154828245;4.058.508;-7.416.162;58;1;87;24/06/2019;4.18;1;0;;;;;;;
21378145;64327344;40.777;-7.394.861;115;3;38;31/08/2018;1.81;1;0;;;;;;;
21378988;55527442;407.487;-7.397.862;300;3;0;;;3;294;;;;;;;
21379252;55527442;4.074.827;-7.397.868;577;2;1;22/09/2018;0.1;3;293;;;;;;;
21379577;61696564;4.073.025;-7.399.996;104;31;1;25/10/2017;0.05;2;0;;;;;;;
21379957;11822196;4.073.666;-7.398.544;49;1;76;06/06/2019;3.64;2;0;;;;;;;
21380140;154848269;407.167;-7.373.473;35;3;8;27/06/2019;0.61;1;38;;;;;;;
21380282;2245915;406.812;-7.398.186;85;3;2;29/09/2018;0.15;1;0;;;;;;;
21381272;37333386;4.076.152;-7.398.959;91;1;32;19/03/2019;1.59;3;181;;;;;;;
21381555;50760404;4.067.178;-7.392.362;80;1;108;02/07/2019;5.18;2;0;;;;;;;
21382292;37333386;4.076.119;-739.873;200;3;41;18/06/2019;1.97;3;181;;;;;;;
21383712;50760404;4.067.318;-7.392.321;80;1;98;30/06/2019;4.75;2;0;;;;;;;
21383821;3730706;4.068.469;-7.394.885;175;5;10;23/09/2018;0.49;1;0;;;;;;;
21383903;55724558;4.076.048;-7.394.068;45;5;16;04/06/2019;0.77;5;88;;;;;;;
21384151;154886441;407.094;-7.400.145;96;4;4;02/11/2017;0.19;1;0;;;;;;;
21384233;10546345;4.068.466;-7.392.523;180;4;31;17/06/2019;1.47;1;339;;;;;;;
21384296;4563377;4.069.216;-7.392.933;100;5;5;20/06/2019;0.27;1;0;;;;;;;
21384410;32014256;4.067.487;-7.395.721;129;1;79;23/06/2019;3.88;1;144;;;;;;;
21384768;154629695;4.075.807;-7.390.977;60;1;66;22/06/2019;3.29;1;19;;;;;;;
21384941;11774785;4.079.027;-7.397.241;135;2;0;;;1;0;;;;;;;
21385255;118421882;4.071.541;-7.399.083;95;1;132;22/06/2019;6.45;1;27;;;;;;;
21385556;95057247;4.065.111;-7.373.441;125;3;0;;;1;0;;;;;;;
21385915;154128335;4.069.943;-7.381.444;48;1;49;16/05/2019;2.4;4;255;;;;;;;
21386105;154256662;4.077.134;-7.392.424;250;3;1;02/01/2018;0.05;1;180;;;;;;;
21386117;83093714;4.081.631;-7.394.203;300;1;1;06/12/2017;0.05;1;0;;;;;;;
21386179;123511218;4.067.947;-7.394.649;44;2;3;31/03/2019;0.14;1;0;;;;;;;
21386677;142625186;4.069.143;-7.391.756;75;1;27;10/06/2019;1.32;2;0;;;;;;;
21390016;2762154;4.063.863;-7.401.916;88;14;1;19/11/2017;0.05;1;0;;;;;;;
21390251;26765262;4.066.933;-7.399.158;125;3;70;01/07/2019;3.38;1;99;;;;;;;
21391447;4853070;4.072.022;-7.399.604;300;3;0;;;1;0;;;;;;;
21392488;118697704;4.071.285;-7.387.627;250;2;4;07/10/2018;0.19;1;364;;;;;;;
21392504;55858529;4.068.562;-7.393.836;44;2;96;28/06/2019;4.66;3;7;;;;;;;
21392524;8715723;4.080.989;-739.549;174;1;111;13/06/2019;5.37;5;244;;;;;;;
21393427;22924270;4.077.331;-7.395.328;199;3;1;19/10/2017;0.05;1;17;;;;;;;
21393826;46716542;4.070.579;-7.394.277;128;1;1;01/01/2018;0.05;1;144;;;;;;;
21394087;145242566;4.081.807;-7.395.487;30;3;86;24/06/2019;4.32;2;0;;;;;;;
21394300;205055;4.071.923;-7.395.515;150;2;3;04/01/2018;0.15;1;0;;;;;;;
21394554;154984900;4.074.599;-7.389.507;65;1;133;29/06/2019;8.87;1;7;;;;;;;
21394596;29883522;4.084.412;-7.393.968;50;3;1;06/11/2017;0.05;1;0;;;;;;;
21394750;154985306;408.568;-739.149;175;2;68;01/07/2019;3.34;1;89;;;;;;;
21395349;24052348;4.072.025;-7.397.833;86;6;5;14/01/2018;0.25;4;0;;;;;;;
21395676;907037;4.071.966;-7.399.591;325;2;5;09/12/2018;0.26;1;0;;;;;;;
21395840;2714509;4.078.098;-739.467;95;2;58;23/06/2019;2.96;1;0;;;;;;;
21397049;11167829;4.082.794;-7.394.163;50;4;3;30/10/2017;0.14;3;0;;;;;;;
21397638;50086945;4.071.954;-7.398.914;250;7;7;14/03/2019;0.37;1;0;;;;;;;
21398486;4058709;4.067.587;-739.793;165;6;5;18/12/2018;0.25;2;73;;;;;;;
21398613;24393270;4.076.877;-7.398.371;150;5;1;30/10/2017;0.05;1;0;;;;;;;
21399110;1016005;4.068.899;-7.394.673;90;1;17;01/07/2019;0.92;1;158;;;;;;;
21399123;96346005;4.077.455;-7.398.882;156;3;86;29/06/2019;4.11;3;68;;;;;;;
21399131;155031529;4.074.726;-7.394.304;110;20;2;02/11/2017;0.1;1;0;;;;;;;
21399518;6563906;4.071.318;-7.396.038;70;1;8;06/05/2018;0.41;1;0;;;;;;;
21399885;96664487;4.068.742;-7.391.628;154;3;26;18/06/2019;1.41;3;341;;;;;;;
21399985;7658248;4.080.999;-7.395.484;85;2;76;13/06/2019;3.68;2;0;;;;;;;
21404524;22875538;4.070.808;-739.205;299;2;8;01/01/2019;0.63;2;0;;;;;;;
21405904;77750223;4.081.728;-7.386.343;40;3;5;19/05/2019;0.46;2;365;;;;;;;
21406187;7658248;4.080.839;-7.395.269;85;2;78;27/06/2019;3.77;2;0;;;;;;;
21406504;59346339;4.078.996;-7.394.873;127;2;3;20/11/2017;0.15;1;0;;;;;;;
21406998;154696585;4.087.847;-7.390.268;80;3;1;19/12/2017;0.05;1;0;;;;;;;
21407514;154842298;407.266;-73.984;195;3;2;20/05/2018;0.11;1;0;;;;;;;
21408195;145242566;4.081.956;-7.395.277;25;3;61;23/06/2019;2.99;2;7;;;;;;;
21408811;15520066;4.070.839;-7.389.516;35;3;1;20/11/2017;0.05;1;0;;;;;;;
21410257;;;;;;;;;;;;;;;;;
"2 BDM 2 BTH East Village!""";Lauren;-7.399.218;Entire home/apt;2;2;06/11/2017;0.1;2;0;;;;;;;;
21410971;154306881;4.065.851;-7.396.151;120;3;2;30/10/2017;0.1;1;0;;;;;;;
21411274;155148052;4.077.719;-739.511;139;2;45;15/06/2019;2.18;1;14;;;;;;;
21411685;35662919;4.071.023;-7.395.827;100;2;1;22/10/2017;0.05;1;0;;;;;;;
21412438;125492013;407.434;-738.839;90;5;0;;;2;0;;;;;;;
21413190;22223682;4.077.158;-7.398.976;150;300;2;02/01/2018;0.1;1;365;;;;;;;
21413839;117365574;4.074.785;-7.399.664;82;1;97;16/06/2019;4.69;5;309;;;;;;;
21413889;155171571;4.080.889;-7.392.028;125;3;32;08/06/2019;1.59;1;6;;;;;;;
21414167;42784981;407.447;-7.398.255;350;2;1;26/11/2017;0.05;1;0;;;;;;;
21414821;155182192;4.075.949;-739.908;40;1;108;24/05/2019;5.21;1;65;;;;;;;
21416357;25036260;4.068.826;-7.390.933;80;1;34;03/06/2019;2.07;3;207;;;;;;;
21416483;155200301;4.068.551;-739.216;40;18;1;31/12/2017;0.05;2;0;;;;;;;
21420445;3711407;4.074.679;-7.394.547;85;2;14;06/01/2019;0.68;1;0;;;;;;;
